"","Date","Hosp_0_10","Hosp_11_17","Hosp_18_24","Hosp_25_34","Hosp_35_44","Hosp_45_54","Hosp_55_64","Hosp_65"
"1",2021-08-21,342,243,697,1355,1896,2769,3875,9368
