"","Date","Hosp_0_10","Hosp_11_17","Hosp_18_24","Hosp_25_34","Hosp_35_44","Hosp_45_54","Hosp_55_64","Hosp_65"
"1",2021-08-22,343,243,698,1356,1900,2769,3880,9376
