"county","positive","negative","recovered","total_deaths","number_tested","current_infections","date","population"
"Phillips",205,2996,152,6,3201,47,2020-07-18,19034
"Pike",30,2154,17,0,2184,13,2020-07-18,10808
"Poinsett",90,1953,63,3,2043,24,2020-07-18,24054
"Polk",101,1759,85,0,1860,16,2020-07-18,20163
"Pope",817,6920,625,4,7737,188,2020-07-18,63644
"Prairie",44,743,27,0,787,17,2020-07-18,8244
"Pulaski",3578,46501,2591,69,50079,918,2020-07-18,393463
"Randolph",94,2249,64,2,2343,28,2020-07-18,17603
"Saline",578,11301,433,3,11879,142,2020-07-18,118009
"Scott",19,712,14,0,731,5,2020-07-18,10442
"Searcy",18,913,15,0,931,3,2020-07-18,7923
"Sebastian",1102,14923,715,9,16025,378,2020-07-18,127461
"Sevier",846,3849,776,9,4695,61,2020-07-18,17193
"Sharp",79,1303,53,5,1382,21,2020-07-18,17043
"St. Francis",942,4724,892,3,5666,47,2020-07-18,26294
"Stone",27,1389,19,1,1416,7,2020-07-18,12446
"Union",305,3482,244,14,3787,47,2020-07-18,39732
"Van Buren",38,1269,34,2,1307,2,2020-07-18,16684
"Washington",5059,18012,4323,37,23071,699,2020-07-18,228529
"White",168,4844,122,2,5012,44,2020-07-18,78804
"Woodruff",17,858,11,0,875,6,2020-07-18,6660
"Yell",909,2807,713,12,3716,184,2020-07-18,21757
"Arkansas",107,1863,46,0,1970,61,2020-07-17,18124
"Ashley",119,1871,88,3,1990,28,2020-07-17,20537
"Baxter",35,2723,29,0,2758,6,2020-07-17,41219
"Benton",3699,41443,3215,24,45142,460,2020-07-17,258980
"Boone",71,2979,41,1,3050,29,2020-07-17,37288
"Bradley",88,1365,60,2,1453,26,2020-07-17,10948
"Calhoun",5,423,3,0,428,2,2020-07-17,5202
"Carroll",253,3276,201,6,3529,46,2020-07-17,27887
"Chicot",248,1678,163,3,1926,82,2020-07-17,10826
"Clark",88,2185,69,0,2273,19,2020-07-17,22385
"Clay",87,1821,69,3,1908,15,2020-07-17,15061
"Cleburne",149,2586,117,5,2735,27,2020-07-17,25230
"Cleveland",41,889,33,0,930,8,2020-07-17,8226
"Columbia",124,1793,87,5,1917,32,2020-07-17,23892
"Conway",107,2116,81,3,2223,23,2020-07-17,20906
"Craighead",682,12737,528,7,13419,147,2020-07-17,105701
"Crawford",327,5740,228,3,6067,96,2020-07-17,62472
"Crittenden",916,6611,797,14,7527,105,2020-07-17,49013
"Cross",110,1650,87,1,1760,22,2020-07-17,16998
"Dallas",20,634,11,0,654,9,2020-07-17,7432
"Desha",90,1302,64,1,1392,25,2020-07-17,11887
"Drew",102,2088,74,2,2190,26,2020-07-17,18502
"Faulkner",869,12625,644,4,13494,221,2020-07-17,122416
"Franklin",35,1746,30,1,1781,4,2020-07-17,17780
"Fulton",19,1065,16,0,1084,3,2020-07-17,12139
"Garland",423,9444,309,5,9867,109,2020-07-17,98298
"Grant",74,1588,52,0,1662,22,2020-07-17,18086
"Greene",162,4646,137,0,4808,25,2020-07-17,44623
"Hempstead",108,2031,71,1,2139,36,2020-07-17,22018
"Hot Spring",1339,4259,592,2,5598,745,2020-07-17,33520
"Howard",161,1770,121,1,1931,39,2020-07-17,13389
"Independence",97,3443,65,0,3540,32,2020-07-17,37264
"Izard",28,1126,22,1,1154,5,2020-07-17,13559
"Jackson",43,1484,34,0,1527,9,2020-07-17,17225
"Jefferson",950,9375,735,30,10325,185,2020-07-17,70424
"Johnson",471,1793,361,0,2264,110,2020-07-17,26291
"Lafayette",34,428,22,2,462,10,2020-07-17,6915
"Lawrence",129,1848,94,9,1977,26,2020-07-17,16669
"Lee",855,2447,784,6,3302,65,2020-07-17,9398
"Lincoln",1115,2113,1019,11,3228,85,2020-07-17,13695
"Little River",58,943,45,1,1001,12,2020-07-17,12417
"Logan",100,2461,64,0,2561,36,2020-07-17,21757
"Lonoke",240,5780,181,2,6020,57,2020-07-17,72206
"Madison",226,2054,210,1,2280,15,2020-07-17,16078
"Marion",14,1073,12,0,1087,2,2020-07-17,16438
"Miller",324,2840,152,2,3164,170,2020-07-17,43759
"Mississippi",381,4574,270,4,4955,107,2020-07-17,42831
"Monroe",29,936,22,0,965,7,2020-07-17,7249
"Montgomery",12,721,7,0,733,5,2020-07-17,8993
"Nevada",116,1332,86,6,1448,24,2020-07-17,8440
"Newton",13,591,8,0,604,5,2020-07-17,7848
"Ouachita",41,2175,30,1,2216,10,2020-07-17,24106
"Perry",38,1097,31,0,1135,7,2020-07-17,10322
"Phillips",193,2870,150,6,3063,37,2020-07-17,19034
"Pike",27,2130,15,0,2157,12,2020-07-17,10808
"Poinsett",83,1932,63,3,2015,17,2020-07-17,24054
"Polk",98,1752,84,0,1850,14,2020-07-17,20163
"Pope",801,6864,618,4,7665,179,2020-07-17,63644
"Prairie",40,734,26,0,774,14,2020-07-17,8244
"Pulaski",3497,45834,2512,69,49331,916,2020-07-17,393463
"Randolph",92,2234,61,2,2326,29,2020-07-17,17603
"Saline",565,11203,414,3,11768,148,2020-07-17,118009
"Scott",18,698,14,0,716,4,2020-07-17,10442
"Searcy",18,908,14,0,926,4,2020-07-17,7923
"Sebastian",1048,14601,684,9,15649,355,2020-07-17,127461
"Sevier",842,3826,772,9,4668,61,2020-07-17,17193
"Sharp",77,1288,53,5,1365,19,2020-07-17,17043
"St. Francis",938,4688,890,3,5626,45,2020-07-17,26294
"Stone",24,1375,19,1,1399,4,2020-07-17,12446
"Union",292,3454,242,14,3746,36,2020-07-17,39732
"Van Buren",37,1254,34,2,1291,1,2020-07-17,16684
"Washington",4913,17606,4239,37,22519,637,2020-07-17,228529
"White",167,4816,116,2,4983,49,2020-07-17,78804
"Woodruff",16,856,10,0,872,6,2020-07-17,6660
"Yell",905,2778,705,11,3683,189,2020-07-17,21757
"Arkansas",98,1799,41,0,1897,57,2020-07-16,18124
"Ashley",117,1849,86,3,1966,28,2020-07-16,20537
"Baxter",34,2677,29,0,2711,5,2020-07-16,41219
"Benton",3661,40946,3165,23,44607,473,2020-07-16,258980
"Boone",70,2972,39,1,3042,30,2020-07-16,37288
"Bradley",87,1325,57,2,1412,28,2020-07-16,10948
"Calhoun",5,414,3,0,419,2,2020-07-16,5202
"Carroll",251,3250,196,6,3501,49,2020-07-16,27887
"Chicot",245,1668,160,3,1913,82,2020-07-16,10826
"Clark",83,2109,67,0,2192,16,2020-07-16,22385
"Clay",86,1812,67,3,1898,16,2020-07-16,15061
"Cleburne",148,2505,113,4,2653,31,2020-07-16,25230
"Cleveland",40,882,32,0,922,8,2020-07-16,8226
"Columbia",119,1706,87,5,1825,27,2020-07-16,23892
"Conway",104,2023,74,3,2127,27,2020-07-16,20906
"Craighead",650,12630,517,7,13280,126,2020-07-16,105701
"Crawford",310,5609,221,3,5919,86,2020-07-16,62472
"Crittenden",906,6579,788,14,7485,104,2020-07-16,49013
"Cross",107,1633,86,1,1740,20,2020-07-16,16998
"Dallas",20,616,11,0,636,9,2020-07-16,7432
"Desha",89,1285,59,1,1374,29,2020-07-16,11887
"Drew",102,2076,72,2,2178,28,2020-07-16,18502
"Faulkner",857,12453,619,4,13310,234,2020-07-16,122416
"Franklin",35,1706,29,1,1741,5,2020-07-16,17780
"Fulton",18,1061,16,0,1079,2,2020-07-16,12139
"Garland",394,9265,296,5,9659,93,2020-07-16,98298
"Grant",69,1538,51,0,1607,18,2020-07-16,18086
"Greene",158,4610,135,0,4768,23,2020-07-16,44623
"Hempstead",101,1986,68,1,2087,32,2020-07-16,22018
"Hot Spring",1310,4134,589,2,5444,719,2020-07-16,33520
"Howard",158,1751,121,1,1909,36,2020-07-16,13389
"Independence",93,3425,63,0,3518,30,2020-07-16,37264
"Izard",26,1111,22,1,1137,3,2020-07-16,13559
"Jackson",43,1460,34,0,1503,9,2020-07-16,17225
"Jefferson",937,9275,723,29,10212,185,2020-07-16,70424
"Johnson",455,1730,345,0,2185,110,2020-07-16,26291
"Lafayette",32,414,22,2,446,8,2020-07-16,6915
"Lawrence",123,1827,92,9,1950,22,2020-07-16,16669
"Lee",854,2420,750,5,3274,99,2020-07-16,9398
"Lincoln",1105,2088,1017,11,3193,77,2020-07-16,13695
"Little River",55,935,43,1,990,11,2020-07-16,12417
"Logan",97,2425,62,0,2522,35,2020-07-16,21757
"Lonoke",234,5674,177,2,5908,55,2020-07-16,72206
"Madison",226,2042,206,1,2268,19,2020-07-16,16078
"Marion",14,1065,11,0,1079,3,2020-07-16,16438
"Miller",304,2785,148,2,3089,154,2020-07-16,43759
"Mississippi",375,4531,260,4,4906,111,2020-07-16,42831
"Monroe",29,901,19,0,930,10,2020-07-16,7249
"Montgomery",12,711,7,0,723,5,2020-07-16,8993
"Nevada",114,1301,87,3,1415,24,2020-07-16,8440
"Newton",13,583,8,0,596,5,2020-07-16,7848
"Ouachita",38,2137,27,0,2175,11,2020-07-16,24106
"Perry",37,1085,31,0,1122,6,2020-07-16,10322
"Phillips",193,2853,150,6,3046,37,2020-07-16,19034
"Pike",27,2088,15,0,2115,12,2020-07-16,10808
"Poinsett",82,1912,60,3,1994,19,2020-07-16,24054
"Polk",98,1732,82,0,1830,16,2020-07-16,20163
"Pope",769,6756,598,4,7525,167,2020-07-16,63644
"Prairie",39,718,25,0,757,14,2020-07-16,8244
"Pulaski",3425,45020,2451,67,48445,907,2020-07-16,393463
"Randolph",87,2198,54,2,2285,31,2020-07-16,17603
"Saline",540,10993,398,3,11533,139,2020-07-16,118009
"Scott",18,671,13,0,689,5,2020-07-16,10442
"Searcy",18,906,14,0,924,4,2020-07-16,7923
"Sebastian",1025,14317,663,8,15342,354,2020-07-16,127461
"Sevier",829,3782,768,9,4611,52,2020-07-16,17193
"Sharp",75,1274,53,5,1349,17,2020-07-16,17043
"St. Francis",931,4650,886,3,5581,42,2020-07-16,26294
"Stone",24,1362,18,1,1386,5,2020-07-16,12446
"Union",287,3405,239,14,3692,34,2020-07-16,39732
"Van Buren",37,1229,34,2,1266,1,2020-07-16,16684
"Washington",4860,17248,4141,37,22108,682,2020-07-16,228529
"White",165,4741,113,2,4906,50,2020-07-16,78804
"Woodruff",16,833,9,0,849,7,2020-07-16,6660
"Yell",901,2741,696,10,3642,195,2020-07-16,21757
"Arkansas",73,1736,36,0,1809,37,2020-07-15,18124
"Ashley",114,1800,82,3,1914,29,2020-07-15,20537
"Baxter",34,2648,28,0,2682,6,2020-07-15,41219
"Benton",3598,40539,3108,23,44137,467,2020-07-15,258980
"Boone",66,2933,33,1,2999,32,2020-07-15,37288
"Bradley",85,1312,54,2,1397,29,2020-07-15,10948
"Calhoun",4,405,2,0,409,2,2020-07-15,5202
"Carroll",239,3234,188,6,3473,45,2020-07-15,27887
"Chicot",229,1627,159,3,1856,67,2020-07-15,10826
"Clark",80,2062,65,0,2142,15,2020-07-15,22385
"Clay",84,1776,65,3,1860,16,2020-07-15,15061
"Cleburne",138,2425,107,4,2563,27,2020-07-15,25230
"Cleveland",39,857,30,0,896,9,2020-07-15,8226
"Columbia",114,1681,86,5,1795,23,2020-07-15,23892
"Conway",103,1958,71,3,2061,29,2020-07-15,20906
"Craighead",626,12417,504,7,13043,115,2020-07-15,105701
"Crawford",296,5518,211,3,5814,82,2020-07-15,62472
"Crittenden",893,6525,773,14,7418,106,2020-07-15,49013
"Cross",103,1604,86,1,1707,16,2020-07-15,16998
"Dallas",14,597,11,0,611,3,2020-07-15,7432
"Desha",86,1240,57,1,1326,28,2020-07-15,11887
"Drew",98,2016,70,2,2114,26,2020-07-15,18502
"Faulkner",830,12252,600,4,13082,226,2020-07-15,122416
"Franklin",34,1689,26,1,1723,7,2020-07-15,17780
"Fulton",18,1051,16,0,1069,2,2020-07-15,12139
"Garland",366,8996,292,5,9362,69,2020-07-15,98298
"Grant",64,1495,50,0,1559,14,2020-07-15,18086
"Greene",156,4542,133,0,4698,23,2020-07-15,44623
"Hempstead",96,1968,61,1,2064,34,2020-07-15,22018
"Hot Spring",1300,4098,508,1,5398,791,2020-07-15,33520
"Howard",157,1733,118,1,1890,38,2020-07-15,13389
"Independence",83,3379,62,0,3462,21,2020-07-15,37264
"Izard",26,1099,22,1,1125,3,2020-07-15,13559
"Jackson",43,1437,31,0,1480,12,2020-07-15,17225
"Jefferson",917,8745,709,29,9662,179,2020-07-15,70424
"Johnson",444,1721,334,0,2165,110,2020-07-15,26291
"Lafayette",32,408,21,2,440,9,2020-07-15,6915
"Lawrence",121,1817,91,9,1938,21,2020-07-15,16669
"Lee",851,2409,745,5,3260,101,2020-07-15,9398
"Lincoln",1052,2008,1016,11,3060,25,2020-07-15,13695
"Little River",54,930,41,0,984,13,2020-07-15,12417
"Logan",91,2385,54,0,2476,37,2020-07-15,21757
"Lonoke",218,5560,166,2,5778,50,2020-07-15,72206
"Madison",223,2035,205,1,2258,17,2020-07-15,16078
"Marion",14,1056,11,0,1070,3,2020-07-15,16438
"Miller",293,2745,144,2,3038,147,2020-07-15,43759
"Mississippi",357,4473,244,3,4830,110,2020-07-15,42831
"Monroe",26,882,19,0,908,7,2020-07-15,7249
"Montgomery",8,704,6,0,712,2,2020-07-15,8993
"Nevada",112,1288,87,3,1400,22,2020-07-15,8440
"Newton",13,577,7,0,590,6,2020-07-15,7848
"Ouachita",37,2116,27,0,2153,10,2020-07-15,24106
"Perry",36,1063,31,0,1099,5,2020-07-15,10322
"Phillips",192,2836,144,5,3028,43,2020-07-15,19034
"Pike",23,2059,11,0,2082,12,2020-07-15,10808
"Poinsett",79,1887,58,3,1966,18,2020-07-15,24054
"Polk",94,1714,80,0,1808,14,2020-07-15,20163
"Pope",729,6701,581,4,7430,144,2020-07-15,63644
"Prairie",39,702,22,0,741,17,2020-07-15,8244
"Pulaski",3298,44005,2344,67,47303,887,2020-07-15,393463
"Randolph",83,2165,51,2,2248,30,2020-07-15,17603
"Saline",521,10794,380,3,11315,138,2020-07-15,118009
"Scott",18,661,14,0,679,4,2020-07-15,10442
"Searcy",17,900,12,0,917,5,2020-07-15,7923
"Sebastian",981,14073,622,8,15054,351,2020-07-15,127461
"Sevier",822,3769,751,9,4591,62,2020-07-15,17193
"Sharp",72,1255,53,5,1327,14,2020-07-15,17043
"St. Francis",926,4625,879,3,5551,44,2020-07-15,26294
"Stone",23,1351,16,1,1374,6,2020-07-15,12446
"Union",284,3357,238,14,3641,32,2020-07-15,39732
"Van Buren",37,1214,34,2,1251,1,2020-07-15,16684
"Washington",4778,17050,4061,37,21828,680,2020-07-15,228529
"White",157,4612,106,2,4769,49,2020-07-15,78804
"Woodruff",14,799,8,0,813,6,2020-07-15,6660
"Yell",873,2674,683,8,3547,182,2020-07-15,21757
"Arkansas",66,1729,32,0,1795,34,2020-07-14,18124
"Ashley",111,1785,77,3,1896,31,2020-07-14,20537
"Baxter",31,2641,24,0,2672,7,2020-07-14,41219
"Benton",3551,40010,3055,23,43561,473,2020-07-14,258980
"Boone",63,2869,33,1,2932,29,2020-07-14,37288
"Bradley",82,1303,54,2,1385,26,2020-07-14,10948
"Calhoun",4,403,2,0,407,2,2020-07-14,5202
"Carroll",236,3201,182,6,3437,48,2020-07-14,27887
"Chicot",224,1604,157,3,1828,64,2020-07-14,10826
"Clark",76,2054,64,0,2130,12,2020-07-14,22385
"Clay",84,1762,65,3,1846,16,2020-07-14,15061
"Cleburne",137,2407,104,4,2544,29,2020-07-14,25230
"Cleveland",38,851,29,0,889,9,2020-07-14,8226
"Columbia",112,1658,84,5,1770,23,2020-07-14,23892
"Conway",98,1929,66,3,2027,29,2020-07-14,20906
"Craighead",610,12292,487,7,12902,116,2020-07-14,105701
"Crawford",291,5413,198,3,5704,90,2020-07-14,62472
"Crittenden",879,6501,764,14,7380,101,2020-07-14,49013
"Cross",102,1595,85,1,1697,16,2020-07-14,16998
"Dallas",13,595,10,0,608,3,2020-07-14,7432
"Desha",85,1215,55,1,1300,29,2020-07-14,11887
"Drew",96,1969,70,2,2065,24,2020-07-14,18502
"Faulkner",810,12093,570,4,12903,236,2020-07-14,122416
"Franklin",34,1653,24,1,1687,9,2020-07-14,17780
"Fulton",18,1045,16,0,1063,2,2020-07-14,12139
"Garland",347,8893,273,3,9240,71,2020-07-14,98298
"Grant",62,1484,46,0,1546,16,2020-07-14,18086
"Greene",154,4471,130,0,4625,24,2020-07-14,44623
"Hempstead",96,1956,60,1,2052,35,2020-07-14,22018
"Hot Spring",1294,4072,443,1,5366,850,2020-07-14,33520
"Howard",154,1731,115,1,1885,38,2020-07-14,13389
"Independence",79,3349,61,0,3428,18,2020-07-14,37264
"Izard",26,1096,22,1,1122,3,2020-07-14,13559
"Jackson",42,1416,28,0,1458,14,2020-07-14,17225
"Jefferson",900,8662,698,29,9562,173,2020-07-14,70424
"Johnson",427,1719,311,0,2146,116,2020-07-14,26291
"Lafayette",32,406,19,2,438,11,2020-07-14,6915
"Lawrence",123,1810,91,9,1933,23,2020-07-14,16669
"Lee",850,2402,742,5,3252,103,2020-07-14,9398
"Lincoln",1052,1993,1016,11,3045,25,2020-07-14,13695
"Little River",50,928,41,0,978,9,2020-07-14,12417
"Logan",89,2352,53,0,2441,36,2020-07-14,21757
"Lonoke",213,5513,159,1,5726,53,2020-07-14,72206
"Madison",224,2026,199,1,2250,24,2020-07-14,16078
"Marion",14,1051,11,0,1065,3,2020-07-14,16438
"Miller",291,2720,139,2,3011,150,2020-07-14,43759
"Mississippi",349,4428,230,3,4777,116,2020-07-14,42831
"Monroe",27,874,16,0,901,11,2020-07-14,7249
"Montgomery",7,696,6,0,703,1,2020-07-14,8993
"Nevada",112,1286,86,3,1398,23,2020-07-14,8440
"Newton",12,567,7,0,579,5,2020-07-14,7848
"Ouachita",37,2105,27,0,2142,10,2020-07-14,24106
"Perry",34,948,30,0,982,4,2020-07-14,10322
"Phillips",191,2830,142,5,3021,44,2020-07-14,19034
"Pike",20,2044,10,0,2064,10,2020-07-14,10808
"Poinsett",78,1879,55,3,1957,20,2020-07-14,24054
"Polk",90,1698,78,0,1788,12,2020-07-14,20163
"Pope",719,6635,560,4,7354,155,2020-07-14,63644
"Prairie",38,693,22,0,731,16,2020-07-14,8244
"Pulaski",3148,43481,2254,67,46629,827,2020-07-14,393463
"Randolph",80,2153,51,2,2233,27,2020-07-14,17603
"Saline",512,10685,359,3,11197,150,2020-07-14,118009
"Scott",17,647,12,0,664,5,2020-07-14,10442
"Searcy",17,895,11,0,912,6,2020-07-14,7923
"Sebastian",929,13762,588,8,14691,333,2020-07-14,127461
"Sevier",819,3757,735,9,4576,75,2020-07-14,17193
"Sharp",69,1249,51,5,1318,13,2020-07-14,17043
"St. Francis",920,4602,878,3,5522,39,2020-07-14,26294
"Stone",22,1346,15,1,1368,6,2020-07-14,12446
"Union",282,3343,230,14,3625,38,2020-07-14,39732
"Van Buren",37,1209,34,2,1246,1,2020-07-14,16684
"Washington",4721,16252,3956,37,20973,728,2020-07-14,228529
"White",156,4582,103,2,4738,51,2020-07-14,78804
"Woodruff",14,792,7,0,806,7,2020-07-14,6660
"Yell",863,2513,668,7,3376,188,2020-07-14,21757
"Arkansas",60,1708,31,0,1768,29,2020-07-13,18124
"Ashley",110,1774,74,3,1884,33,2020-07-13,20537
"Baxter",31,2602,23,0,2633,8,2020-07-13,41219
"Benton",3496,39651,2974,22,43147,500,2020-07-13,258980
"Boone",53,2824,29,1,2877,23,2020-07-13,37288
"Bradley",81,1301,53,2,1382,26,2020-07-13,10948
"Calhoun",3,399,2,0,402,1,2020-07-13,5202
"Carroll",230,3157,179,6,3387,45,2020-07-13,27887
"Chicot",218,1596,150,3,1814,65,2020-07-13,10826
"Clark",73,2041,60,0,2114,13,2020-07-13,22385
"Clay",82,1747,65,3,1829,14,2020-07-13,15061
"Cleburne",133,2383,99,4,2516,30,2020-07-13,25230
"Cleveland",38,849,27,0,887,11,2020-07-13,8226
"Columbia",109,1646,83,5,1755,21,2020-07-13,23892
"Conway",97,1884,59,3,1981,35,2020-07-13,20906
"Craighead",565,12154,475,7,12719,83,2020-07-13,105701
"Crawford",284,5338,182,3,5622,99,2020-07-13,62472
"Crittenden",865,6471,756,14,7336,95,2020-07-13,49013
"Cross",101,1589,85,1,1690,15,2020-07-13,16998
"Dallas",12,588,10,0,600,2,2020-07-13,7432
"Desha",84,1194,53,1,1278,30,2020-07-13,11887
"Drew",95,1951,67,2,2046,26,2020-07-13,18502
"Faulkner",788,11897,545,3,12685,240,2020-07-13,122416
"Franklin",33,1629,24,1,1662,8,2020-07-13,17780
"Fulton",18,1037,15,0,1055,3,2020-07-13,12139
"Garland",341,8818,268,3,9159,70,2020-07-13,98298
"Grant",58,1452,44,0,1510,14,2020-07-13,18086
"Greene",150,4435,127,0,4585,23,2020-07-13,44623
"Hempstead",87,1880,58,1,1967,28,2020-07-13,22018
"Hot Spring",1270,4051,441,1,5321,828,2020-07-13,33520
"Howard",138,1674,108,1,1812,29,2020-07-13,13389
"Independence",74,3314,59,0,3388,15,2020-07-13,37264
"Izard",25,1076,21,1,1101,3,2020-07-13,13559
"Jackson",41,1391,28,0,1432,13,2020-07-13,17225
"Jefferson",884,8396,683,29,9280,172,2020-07-13,70424
"Johnson",381,1716,293,0,2097,88,2020-07-13,26291
"Lafayette",30,404,19,2,434,9,2020-07-13,6915
"Lawrence",115,1786,90,9,1901,16,2020-07-13,16669
"Lee",828,2393,655,4,3221,169,2020-07-13,9398
"Lincoln",1048,1982,1015,11,3030,22,2020-07-13,13695
"Little River",45,921,40,0,966,5,2020-07-13,12417
"Logan",87,2332,51,0,2419,36,2020-07-13,21757
"Lonoke",201,5441,152,1,5642,48,2020-07-13,72206
"Madison",223,2012,198,1,2235,24,2020-07-13,16078
"Marion",14,1038,10,0,1052,4,2020-07-13,16438
"Miller",280,2685,132,2,2965,146,2020-07-13,43759
"Mississippi",337,4378,212,3,4715,122,2020-07-13,42831
"Monroe",22,850,16,0,872,6,2020-07-13,7249
"Montgomery",7,694,6,0,701,1,2020-07-13,8993
"Nevada",110,1263,86,3,1373,21,2020-07-13,8440
"Newton",11,558,7,0,569,4,2020-07-13,7848
"Ouachita",36,2084,26,0,2120,10,2020-07-13,24106
"Perry",34,930,29,0,964,5,2020-07-13,10322
"Phillips",175,2759,136,5,2934,34,2020-07-13,19034
"Pike",20,2020,9,0,2040,11,2020-07-13,10808
"Poinsett",76,1866,55,3,1942,18,2020-07-13,24054
"Polk",89,1683,78,0,1772,11,2020-07-13,20163
"Pope",679,6570,532,4,7249,143,2020-07-13,63644
"Prairie",30,675,21,0,705,9,2020-07-13,8244
"Pulaski",3019,42583,2143,65,45602,811,2020-07-13,393463
"Randolph",78,2145,49,2,2223,27,2020-07-13,17603
"Saline",490,10552,342,3,11042,145,2020-07-13,118009
"Scott",17,641,12,0,658,5,2020-07-13,10442
"Searcy",18,892,11,0,910,7,2020-07-13,7923
"Sebastian",874,13343,541,7,14217,326,2020-07-13,127461
"Sevier",811,3725,720,9,4536,82,2020-07-13,17193
"Sharp",69,1245,51,5,1314,13,2020-07-13,17043
"St. Francis",911,4587,875,3,5498,33,2020-07-13,26294
"Stone",22,1336,14,1,1358,7,2020-07-13,12446
"Union",275,3321,228,14,3596,33,2020-07-13,39732
"Van Buren",36,1200,32,2,1236,2,2020-07-13,16684
"Washington",4594,15942,3825,37,20536,732,2020-07-13,228529
"White",149,4544,99,2,4693,48,2020-07-13,78804
"Woodruff",12,788,7,0,800,5,2020-07-13,6660
"Yell",838,2495,654,5,3333,179,2020-07-13,21757
"Arkansas",59,1694,30,0,1753,29,2020-07-12,18124
"Ashley",100,1732,71,3,1832,26,2020-07-12,20537
"Baxter",30,2573,22,0,2603,8,2020-07-12,41219
"Benton",3470,39078,2923,22,42548,525,2020-07-12,258980
"Boone",51,2741,28,1,2792,22,2020-07-12,37288
"Bradley",80,1285,52,2,1365,26,2020-07-12,10948
"Calhoun",3,376,2,0,379,1,2020-07-12,5202
"Carroll",228,3140,176,6,3368,46,2020-07-12,27887
"Chicot",217,1585,143,3,1802,71,2020-07-12,10826
"Clark",71,2030,58,0,2101,13,2020-07-12,22385
"Clay",81,1729,62,3,1810,16,2020-07-12,15061
"Cleburne",132,2342,97,4,2474,31,2020-07-12,25230
"Cleveland",37,841,27,0,878,10,2020-07-12,8226
"Columbia",109,1622,81,5,1731,23,2020-07-12,23892
"Conway",92,1851,55,3,1943,34,2020-07-12,20906
"Craighead",545,11971,466,7,12516,72,2020-07-12,105701
"Crawford",275,5198,177,3,5473,95,2020-07-12,62472
"Crittenden",841,6421,746,14,7262,81,2020-07-12,49013
"Cross",101,1580,85,1,1681,15,2020-07-12,16998
"Dallas",12,584,10,0,596,2,2020-07-12,7432
"Desha",81,1186,52,1,1267,28,2020-07-12,11887
"Drew",92,1916,66,2,2008,24,2020-07-12,18502
"Faulkner",771,11718,521,3,12489,247,2020-07-12,122416
"Franklin",30,1594,22,1,1624,7,2020-07-12,17780
"Fulton",18,1024,13,0,1042,5,2020-07-12,12139
"Garland",332,8733,264,3,9065,65,2020-07-12,98298
"Grant",55,1411,44,0,1466,11,2020-07-12,18086
"Greene",148,4374,125,0,4522,23,2020-07-12,44623
"Hempstead",79,1851,57,1,1930,21,2020-07-12,22018
"Hot Spring",1266,4020,439,1,5286,826,2020-07-12,33520
"Howard",137,1636,106,1,1773,30,2020-07-12,13389
"Independence",73,3265,59,0,3338,14,2020-07-12,37264
"Izard",25,1066,21,1,1091,3,2020-07-12,13559
"Jackson",41,1363,28,0,1404,13,2020-07-12,17225
"Jefferson",861,7900,676,29,8761,156,2020-07-12,70424
"Johnson",366,1656,286,0,2022,80,2020-07-12,26291
"Lafayette",29,392,17,2,421,10,2020-07-12,6915
"Lawrence",115,1755,90,9,1870,16,2020-07-12,16669
"Lee",827,2333,642,4,3160,181,2020-07-12,9398
"Lincoln",1048,1972,1015,11,3020,22,2020-07-12,13695
"Little River",43,904,40,0,947,3,2020-07-12,12417
"Logan",81,2261,49,0,2342,32,2020-07-12,21757
"Lonoke",197,5303,146,1,5500,50,2020-07-12,72206
"Madison",223,1996,197,1,2219,25,2020-07-12,16078
"Marion",13,1033,10,0,1046,3,2020-07-12,16438
"Miller",265,2611,128,2,2876,135,2020-07-12,43759
"Mississippi",314,4323,185,3,4637,126,2020-07-12,42831
"Monroe",21,839,15,0,860,6,2020-07-12,7249
"Montgomery",7,686,6,0,693,1,2020-07-12,8993
"Nevada",109,1250,87,3,1359,19,2020-07-12,8440
"Newton",10,552,7,0,562,3,2020-07-12,7848
"Ouachita",34,2045,24,0,2079,10,2020-07-12,24106
"Perry",34,923,29,0,957,5,2020-07-12,10322
"Phillips",173,2721,133,5,2894,35,2020-07-12,19034
