county,date,population,cases_population,tested_population,new_cases_today_10k_pop,active_cases_10k_pop,current_infections,positive,new_cases_today,negative,recovered,recovered_since_yesterday,total_deaths,new_deaths_today,number_tested,new_tests_dashboard,pct_positive_cumulative,pct_positive_new_to_dashboard,closed,pct_deaths_vs_recoveries,pct_recoveries_vs_deaths
Arkansas,2020-08-31,18124,1.5614654601633193,23.87993820348709,0.5517545795630104,14.89737364820128,27,283,1,4045,253,2,3,0,4328,30,6.538817005545286,3.3333333333333335,256,1.171875,98.828125
Ashley,2020-08-31,20537,1.889273019428349,21.57569265228612,0,9.251594682767687,19,388,0,4043,362,2,7,0,4431,60,8.756488377341459,0,369,1.8970189701897018,98.1029810298103
Baxter,2020-08-31,41219,0.334797059608433,6.652272010480603,0.2426065649336471,7.035590383075766,29,138,1,2604,109,3,0,0,2742,30,5.032822757111598,3.3333333333333335,109,0,100
Benton,2020-08-31,258980,2.0712024094524675,24.337786701675803,1.1583906093134606,9.65325507761217,250,5364,30,57666,5062,24,52,1,63030,1010,8.510233222275106,2.9702970297029703,5114,1.0168165819319515,98.98318341806804
Boone,2020-08-31,37288,0.9788671958807122,18.383930487019953,2.413645140527784,29.500107273117358,110,365,9,6490,252,5,3,0,6855,179,5.324580598103574,5.027932960893855,255,1.1764705882352942,98.82352941176471
Bradley,2020-08-31,10948,2.6945560833028863,29.978078187796857,5.480453050785532,39.276580197296305,43,295,6,2987,247,3,5,0,3282,61,8.98842169408897,9.836065573770492,252,1.984126984126984,98.01587301587301
Calhoun,2020-08-31,5202,0.461361014994233,24.39446366782007,1.9223375624759709,5.767012687427912,3,24,1,1245,21,0,0,0,1269,19,1.8912529550827424,5.263157894736842,21,0,100
Carroll,2020-08-31,27887,1.681787212679743,21.648079750421342,1.4343600961021266,15.060781009072327,42,469,4,5568,420,9,7,0,6037,80,7.768759317541825,5,427,1.639344262295082,98.36065573770492
Chicot,2020-08-31,10826,8.886015148716055,47.71845556992426,0,26.787363753925735,29,962,0,4204,923,4,10,0,5166,89,18.62175764614789,0,933,1.0718113612004287,98.92818863879957
Clark,2020-08-31,22385,1.0408755863301318,21.87625642171097,1.7869108778199687,13.848559303104757,31,233,4,4664,199,1,3,0,4897,38,4.758015111292628,10.526315789473683,202,1.4851485148514851,98.51485148514851
Clay,2020-08-31,15061,1.2084190956775778,21.034459863222892,1.3279330721731626,19.255029546510855,29,182,2,2986,147,1,6,0,3168,38,5.744949494949495,5.263157894736842,153,3.9215686274509802,96.07843137254902
Cleburne,2020-08-31,25230,1.0265556876734048,18.323424494649228,0.3963535473642489,8.323424494649226,21,259,1,4364,231,2,7,0,4623,50,5.602422669262384,2,238,2.941176470588235,97.05882352941177
Cleveland,2020-08-31,8226,1.6532944322878675,23.936299538050086,0,14.587892049598834,12,136,0,1833,120,-1,4,1,1969,16,6.9070594210259015,0,124,3.225806451612903,96.7741935483871
Columbia,2020-08-31,23892,1.2347229198057927,16.269044031474973,0.8371002846140967,13.393604553825547,32,295,2,3592,248,1,15,0,3887,47,7.5894005659891945,4.25531914893617,263,5.7034220532319395,94.29657794676805
Conway,2020-08-31,20906,0.9853630536688033,23.428680761503877,1.9133263178035012,10.044963168468382,21,206,4,4692,182,3,3,0,4898,57,4.205798285014292,7.017543859649122,185,1.6216216216216217,98.37837837837839
Craighead,2020-08-31,105701,1.7681951920984664,23.994096555377904,1.7029167179118456,24.786898894050196,262,1869,18,23493,1592,24,15,0,25362,298,7.369292642536078,6.0402684563758395,1607,0.9334163036714374,99.06658369632856
Crawford,2020-08-31,62472,1.4742604686899732,23.216801126904855,0.8003585606351645,20.169035728006147,126,921,5,13583,786,12,9,0,14504,193,6.3499724214009925,2.5906735751295336,795,1.1320754716981132,98.86792452830188
Crittenden,2020-08-31,49013,3.3521718727684493,27.143818986799424,0.4080550058147838,13.669842694795259,67,1643,2,11661,1542,7,34,0,13304,74,12.349669272399279,2.7027027027027026,1576,2.1573604060913705,97.84263959390863
Cross,2020-08-31,16998,1.6413695728909283,20.8083303918108,2.3532180256500763,23.532180256500766,40,279,4,3258,234,1,5,0,3537,136,7.888040712468193,2.941176470588235,239,2.092050209205021,97.90794979079497
Dallas,2020-08-31,7432,1.708826695371367,21.23250807319699,0,69.96770721205597,52,127,0,1451,73,3,2,0,1578,18,8.048162230671736,0,75,2.666666666666667,97.33333333333334
Desha,2020-08-31,11887,2.0442500210313788,26.878102128375538,3.365020610751241,21.872633969883065,26,243,4,2952,212,1,5,0,3195,51,7.605633802816901,7.8431372549019605,217,2.3041474654377883,97.6958525345622
Drew,2020-08-31,18502,1.643065614528159,26.13231002053832,0.5404821100421576,12.431088530969626,23,304,1,4531,276,1,5,1,4835,96,6.287487073422958,1.0416666666666665,281,1.7793594306049825,98.22064056939502
Faulkner,2020-08-31,122416,1.3829891517448698,23.342536923278004,1.1436413540713632,15.520846948111357,190,1693,14,26882,1494,19,9,1,28575,381,5.924759405074366,3.674540682414698,1503,0.5988023952095809,99.40119760479041
Franklin,2020-08-31,17780,0.9336332958380202,23.830146231721034,2.249718785151856,9.561304836895388,17,166,4,4071,147,2,2,0,4237,65,3.9178664149162143,6.153846153846154,149,1.342281879194631,98.65771812080537
Fulton,2020-08-31,12139,0.5766537606063102,7.8589669659774275,0.8237910865804432,12.356866298706649,15,70,1,884,55,3,0,0,954,17,7.337526205450734,5.88235294117647,55,0,100
Garland,2020-08-31,98298,1.4527253860709273,22.928238621335122,2.1363608618690106,14.954526033083074,147,1428,21,21110,1252,12,29,0,22538,272,6.335965924216878,7.720588235294118,1281,2.2638563622170182,97.73614363778297
Grant,2020-08-31,18086,1.061594603560765,20.308525931659847,0,15.481587968594493,28,192,0,3481,163,2,1,0,3673,51,5.2273346038660495,0,164,0.6097560975609756,99.39024390243902
Greene,2020-08-31,44623,1.4207919682674854,22.665441588418528,0.44819935907491654,14.34237949039733,64,634,2,9480,566,2,4,0,10114,113,6.26853865928416,1.7699115044247788,570,0.7017543859649122,99.29824561403508
Hempstead,2020-08-31,22018,1.4987737305840676,17.135979653011173,0,10.900172586065947,24,330,0,3443,303,2,3,0,3773,29,8.746355685131196,0,306,0.9803921568627451,99.01960784313727
Hot Spring,2020-08-31,33520,5.122315035799523,30.134248210023866,0,11.634844868735083,39,1717,0,8384,1658,2,20,0,10101,85,16.998316998316998,0,1678,1.1918951132300357,98.80810488676997
Howard,2020-08-31,13389,3.174247516618119,26.6636791395922,1.4937635372320561,26.14086190156098,35,425,2,3145,385,2,5,0,3570,15,11.904761904761903,13.333333333333334,390,1.282051282051282,98.71794871794873
Independence,2020-08-31,37264,2.052919708029197,23.016852726492058,1.3417775869471875,24.95706311721769,93,765,5,7812,666,11,6,0,8577,128,8.919202518363065,3.90625,672,0.8928571428571428,99.10714285714286
Izard,2020-08-31,13559,0.7522678663618261,21.107751309093594,0,19.91297293310716,27,102,0,2760,75,3,0,0,2862,62,3.563941299790356,0,75,0,100
Jackson,2020-08-31,17225,1.062409288824383,27.669085631349784,0.5805515239477503,29.60812772133527,51,183,1,4583,131,5,1,0,4766,17,3.839697859840537,5.88235294117647,132,0.7575757575757576,99.24242424242425
Jefferson,2020-08-31,70424,2.987617857548563,32.731739179825055,1.8459616039986366,44.87106668181302,316,2104,13,20947,1738,17,50,0,23051,259,9.127586655676543,5.019305019305019,1788,2.796420581655481,97.20357941834452
Johnson,2020-08-31,26291,2.9097409759993913,24.20980563690997,4.183941272678863,12.17146552052033,32,765,11,5600,729,9,4,0,6365,63,12.018853102906519,17.46031746031746,733,0.5457025920873124,99.45429740791269
Lafayette,2020-08-31,6915,0.9833694866232827,12.393347794649314,2.8922631959508314,4.3383947939262475,3,68,2,789,63,0,2,0,857,5,7.934655775962661,40,65,3.076923076923077,96.92307692307692
Lawrence,2020-08-31,16669,1.4937908692783008,17.68552402663627,0.5999160117583539,8.998740176375307,15,249,1,2699,224,0,10,0,2948,45,8.44640434192673,2.2222222222222223,234,4.273504273504273,95.72649572649573
Lee,2020-08-31,9398,10.672483507129177,45.67993190040434,1.0640561821664185,21.281123643328367,20,1003,1,3290,972,0,11,0,4293,24,23.363615187514558,4.166666666666666,983,1.119023397761953,98.88097660223805
Lincoln,2020-08-31,13695,11.712303760496532,50.186199342825844,2.9207740051113547,165.75392479006936,227,1604,4,5269,1364,8,13,0,6873,161,23.33769823948785,2.484472049689441,1377,0.944081336238199,99.0559186637618
Little River,2020-08-31,12417,2.263026495932995,13.908351453652251,2.4160425223483935,13.690907626640895,17,281,3,1446,250,3,14,0,1727,12,16.270990156340474,25,264,5.303030303030303,94.6969696969697
Logan,2020-08-31,21757,1.6776209955416648,25.867536884680792,0.4596221905593602,13.329043526221446,29,365,1,5263,335,5,1,0,5628,51,6.48542999289268,1.9607843137254901,336,0.2976190476190476,99.70238095238095
Lonoke,2020-08-31,72206,1.0054566102539955,18.303188100711854,1.2464338143644573,15.095698418413981,109,726,9,12490,613,6,4,0,13216,166,5.493341404358353,5.421686746987952,617,0.6482982171799028,99.3517017828201
Madison,2020-08-31,16078,1.8410250031098394,22.832441846000744,0.6219679064560268,3.731807438736161,6,296,1,3375,288,1,2,0,3671,24,8.06319803868156,4.166666666666666,290,0.6896551724137931,99.3103448275862
Marion,2020-08-31,16438,0.27375593137851323,10.396641927241756,0.6083465141744737,4.258425599221317,7,45,1,1664,38,1,0,0,1709,25,2.633118782913985,4,38,0,100
Miller,2020-08-31,43759,1.3757169953609543,13.051029502502342,0.2285244178340456,8.455403459859687,37,602,1,5109,557,3,8,1,5711,58,10.54106111013833,1.7241379310344827,565,1.415929203539823,98.58407079646018
Mississippi,2020-08-31,42831,3.149587915294997,25.089304475730195,0,24.74842987555742,106,1349,0,9397,1222,18,21,0,10746,68,12.5535082821515,0,1243,1.6894609814963797,98.31053901850362
Monroe,2020-08-31,7249,1.2967305835287626,25.82425162091323,0,9.656504345426955,7,94,0,1778,87,3,0,0,1872,14,5.021367521367521,0,87,0,100
Montgomery,2020-08-31,8993,1.1230957411319915,15.122873345935728,5.559879906594017,47.814967196708544,43,101,5,1259,55,2,3,0,1360,23,7.426470588235294,21.73913043478261,58,5.172413793103448,94.82758620689656
Nevada,2020-08-31,8440,1.919431279620853,27.87914691943128,0,15.402843601895736,13,162,0,2191,137,0,12,0,2353,10,6.884827879303017,0,149,8.053691275167784,91.94630872483222
Newton,2020-08-31,7848,1.529051987767584,17.11264016309888,0,14.016309887869522,11,120,0,1223,94,1,15,0,1343,30,8.935219657483247,0,109,13.761467889908257,86.23853211009175
Ouachita,2020-08-31,24106,0.6554384800464614,18.03700323570895,0.4148344810420642,13.274703393346055,32,158,1,4190,122,4,4,0,4348,79,3.633854645814168,1.2658227848101267,126,3.1746031746031744,96.82539682539682
Perry,2020-08-31,10322,0.6103468320093005,20.829296647936445,0,3.8752179810114318,4,63,0,2087,58,1,1,0,2150,20,2.9302325581395348,0,59,1.694915254237288,98.30508474576271
Phillips,2020-08-31,19034,2.127771356519912,28.858884102133025,0.5253756435851634,16.286644951140065,31,405,1,5088,365,6,9,0,5493,40,7.373020207536865,2.5,374,2.406417112299465,97.59358288770053
Pike,2020-08-31,10808,1.6284233900814211,17.699851961509992,1.850481125092524,11.102886750555143,12,176,2,1737,163,4,1,0,1913,16,9.200209095661265,12.5,164,0.6097560975609756,99.39024390243902
Poinsett,2020-08-31,24054,2.0329259166874536,24.823314209694853,1.2471938139186831,43.23605221584767,104,489,3,5482,379,10,6,0,5971,65,8.18958298442472,4.615384615384616,385,1.5584415584415585,98.44155844155844
Polk,2020-08-31,20163,1.1109457917968557,16.53027823240589,0,7.935327084263254,16,224,0,3109,205,10,3,0,3333,41,6.720672067206721,0,208,1.4423076923076923,98.5576923076923
Pope,2020-08-31,63644,2.787379800138269,27.92407768210672,6.5992080950285965,27.968072402740244,178,1774,42,15998,1580,39,16,2,17772,213,9.981994148098131,19.718309859154928,1596,1.0025062656641603,98.99749373433583
Prairie,2020-08-31,8244,1.3949539058709364,20.111596312469675,0,3.63901018922853,3,115,0,1543,112,0,0,0,1658,20,6.936067551266587,0,112,0,100
Pulaski,2020-08-31,393463,1.7973735776934552,25.474313976155315,1.2199368174389968,16.875792641239457,664,7072,48,93160,6302,68,106,1,100232,1122,7.055630936227951,4.27807486631016,6408,1.6541822721598,98.3458177278402
Randolph,2020-08-31,17603,1.7667443049480203,22.320059080838494,1.1361699710276656,10.225529739248993,18,311,2,3618,281,5,12,0,3929,45,7.915500127258844,4.444444444444445,293,4.09556313993174,95.90443686006826
Saline,2020-08-31,118009,1.3354913608284114,18.161326678473678,0.7626536959045497,17.032599208534943,201,1576,9,19856,1363,13,12,0,21432,304,7.353490108249347,2.9605263157894735,1375,0.8727272727272728,99.12727272727273
Scott,2020-08-31,10442,0.8235970120666539,14.61405860946179,0,3.830683777054204,4,86,0,1440,82,0,0,0,1526,22,5.6356487549148095,0,82,0,100
Searcy,2020-08-31,7923,1.2621481761958855,20.219613782658083,0,66.89385333838192,53,100,0,1502,47,8,0,0,1602,32,6.242197253433209,0,47,0,100
Sebastian,2020-08-31,127461,2.2571610139572105,27.03572073026259,1.1768305599359805,22.987423604082817,293,2877,15,31583,2551,30,33,0,34460,401,8.348810214741729,3.7406483790523692,2584,1.2770897832817338,98.72291021671826
Sevier,2020-08-31,17193,6.729482929099053,39.06240911999069,0,17.448961786773687,30,1157,0,5559,1115,10,12,0,6716,41,17.227516378796903,0,1127,1.064773735581189,98.9352262644188
Sharp,2020-08-31,17043,0.8742592266619726,17.36196678988441,1.1735023176670774,10.561520859003696,18,149,2,2810,126,0,5,0,2959,40,5.035484961135519,5,131,3.816793893129771,96.18320610687023
St. Francis,2020-08-31,26294,5.115235414923556,42.40130828325854,0.38031490073781093,34.60865596714079,91,1345,1,9804,1250,4,4,0,11149,703,12.063862229796394,0.1422475106685633,1254,0.3189792663476874,99.68102073365232
Stone,2020-08-31,12446,1.5506990197653865,20.528683914510687,-0.8034709946970915,37.763136750763294,47,193,-1,2362,144,10,2,0,2555,21,7.553816046966732,-4.761904761904762,146,1.36986301369863,98.63013698630137
Union,2020-08-31,39732,1.7391523205476693,19.261552401087283,0.2516862981979261,20.88996275042787,83,691,1,6962,588,4,20,1,7653,45,9.029138899777864,2.2222222222222223,608,3.289473684210526,96.71052631578947
Van Buren,2020-08-31,16684,0.7072644449772237,17.429872932150563,0,19.180052745145048,32,118,0,2790,84,4,2,0,2908,17,4.05777166437414,0,86,2.3255813953488373,97.67441860465115
Washington,2020-08-31,228529,3.0193104595040454,28.358764095585244,0.7438880842256343,10.108126320948326,231,6900,17,57908,6604,20,65,4,64808,783,10.646833724231577,2.1711366538952745,6669,0.9746588693957114,99.02534113060429
White,2020-08-31,78804,0.6700167504187605,13.288665549972082,0.5075884472869397,9.77107761027359,77,528,4,9944,440,10,11,0,10472,223,5.042016806722689,1.7937219730941705,451,2.4390243902439024,97.5609756097561
Woodruff,2020-08-31,6660,0.40540540540540543,20.075075075075073,0,1.5015015015015014,1,27,0,1310,26,0,0,0,1337,19,2.019446522064323,0,26,0,100
Yell,2020-08-31,21757,5.340809854299765,40.02849657581468,8.732821620627844,16.546398860136968,36,1162,19,7547,1103,21,23,0,8709,57,13.342519232977379,33.33333333333333,1126,2.0426287744227354,97.95737122557726
Arkansas,2020-08-30,18124,1.5559479143676893,23.714411829618186,2.7587728978150516,15.449128227764291,28,282,5,4016,251,1,3,0,4298,63,6.561191251744998,7.936507936507936,254,1.1811023622047243,98.81889763779527
Ashley,2020-08-30,20537,1.889273019428349,21.283537030725032,0,10.225446754637971,21,388,0,3983,360,1,7,0,4371,11,8.876687256920613,0,367,1.9073569482288828,98.09264305177112
Baxter,2020-08-30,41219,0.33237099395909653,6.579490041000509,1.2130328246682354,7.52080351294306,31,137,5,2575,106,5,0,0,2712,53,5.051622418879056,9.433962264150944,106,0,100
Benton,2020-08-30,258980,2.059618503359333,23.947795196540273,0.8108734265194224,9.460189976059928,245,5334,21,56686,5038,13,51,1,62020,2443,8.600451467268623,0.8595988538681949,5089,1.002161524857536,98.99783847514246
Boone,2020-08-30,37288,0.9547307444754344,17.903883286848316,10.72731173567904,28.427376099549452,106,356,40,6320,247,2,3,0,6676,327,5.3325344517675255,12.232415902140673,250,1.2,98.8
Bradley,2020-08-30,10948,2.639751552795031,29.420898794300328,0,36.53635367190354,40,289,0,2932,244,1,5,0,3221,16,8.97236882955604,0,249,2.0080321285140563,97.99196787148594
Calhoun,2020-08-30,5202,0.44213763936947326,24.029219530949636,0,3.8446751249519417,2,23,0,1227,21,0,0,0,1250,3,1.8399999999999999,0,21,0,100
Carroll,2020-08-30,27887,1.667443611718722,21.361207731200917,2.1515401441531896,16.853731129199986,47,465,6,5492,411,6,7,0,5957,187,7.805942588551284,3.2085561497326207,418,1.674641148325359,98.32535885167464
Chicot,2020-08-30,10826,8.886015148716055,46.89636061333826,3.694808793644929,30.482172547570663,33,962,4,4115,919,3,10,0,5077,47,18.948197754579475,8.51063829787234,929,1.0764262648008611,98.92357373519914
Clark,2020-08-30,22385,1.023006477551932,21.70649988831807,1.3401831583649766,12.508376144739781,28,229,3,4630,198,1,3,0,4859,174,4.712903889689237,1.7241379310344827,201,1.4925373134328357,98.50746268656717
Clay,2020-08-30,15061,1.1951397649558462,20.782152579509994,3.3198326804329064,18.591063010424275,28,180,5,2950,146,1,6,0,3130,26,5.7507987220447285,19.230769230769234,152,3.9473684210526314,96.05263157894737
Cleburne,2020-08-30,25230,1.022592152199762,18.125247720967103,0.7927070947284978,8.719778042013475,22,258,2,4315,229,2,7,0,4573,55,5.641810627596763,3.6363636363636362,236,2.9661016949152543,97.03389830508475
Cleveland,2020-08-30,8226,1.6532944322878675,23.7417943107221,1.2156576707999027,14.587892049598834,12,136,1,1817,121,0,3,0,1953,4,6.963645673323093,25,124,2.4193548387096775,97.58064516129032
Columbia,2020-08-30,23892,1.2263519169596517,16.07232546459066,0.8371002846140967,12.975054411518501,31,293,2,3547,247,0,15,1,3840,23,7.630208333333334,8.695652173913043,262,5.7251908396946565,94.27480916030534
Conway,2020-08-30,20906,0.9662297904907682,23.156031761216873,0.4783315794508753,9.566631589017506,20,202,1,4639,179,0,3,0,4841,48,4.172691592646148,2.083333333333333,182,1.6483516483516485,98.35164835164835
Craighead,2020-08-30,105701,1.751166024919348,23.712169232079166,2.081342655225589,25.35453780002081,268,1851,22,23213,1568,10,15,0,25064,162,7.3850941589530805,13.580246913580247,1583,0.9475679090334808,99.05243209096652
Crawford,2020-08-30,62472,1.4662568830836216,22.90786272249968,0.9604302727621975,21.289537712895378,133,916,6,13395,774,6,9,1,14311,170,6.400670812661589,3.5294117647058822,783,1.1494252873563218,98.85057471264368
Crittenden,2020-08-30,49013,3.3480913227103013,26.992838634647953,1.2241650174443515,14.689980209332218,72,1641,6,11589,1535,5,34,1,13230,49,12.403628117913833,12.244897959183673,1569,2.1669853409815167,97.83301465901847
Cross,2020-08-30,16998,1.6178373926344274,20.008236263089778,5.2947405577126725,21.767266737263206,37,275,9,3126,233,3,5,0,3401,96,8.08585710085269,9.375,238,2.100840336134454,97.89915966386555
Dallas,2020-08-30,7432,1.708826695371367,20.990312163616792,16.146393972012916,74.00430570505921,55,127,12,1433,70,2,2,0,1560,30,8.14102564102564,40,72,2.7777777777777777,97.22222222222221
Desha,2020-08-30,11887,2.010599814923866,26.449062000504753,1.6825103053756205,19.348868511819635,23,239,2,2905,211,2,5,0,3144,15,7.601781170483461,13.333333333333334,216,2.314814814814815,97.68518518518519
Drew,2020-08-30,18502,1.6376607934277376,25.613447194897848,0.5404821100421576,12.971570641011784,24,303,1,4436,275,3,4,0,4739,15,6.393753956530913,6.666666666666667,279,1.4336917562724014,98.56630824372759
Faulkner,2020-08-30,122416,1.3715527382041564,23.031303097634297,2.450660044438636,16.010978956999086,196,1679,30,26515,1475,12,8,0,28194,362,5.955167766191388,8.287292817679557,1483,0.5394470667565745,99.46055293324343
Franklin,2020-08-30,17780,0.9111361079865018,23.46456692913386,1.124859392575928,8.43644544431946,15,162,2,4010,145,2,2,0,4172,33,3.883029721955897,6.0606060606060606,147,1.3605442176870748,98.63945578231292
Fulton,2020-08-30,12139,0.5684158497405059,7.718922481258753,1.6475821731608864,14.004448471867535,17,69,2,868,52,0,0,0,937,5,7.363927427961579,40,52,0,100
Garland,2020-08-30,98298,1.4313617774522371,22.65152902398828,0.7121202872896703,14.038942806567784,138,1407,7,20859,1240,11,29,0,22266,84,6.319051468606844,8.333333333333332,1269,2.2852639873916467,97.71473601260836
Grant,2020-08-30,18086,1.061594603560765,20.026539865089017,4.976224704191087,16.58741568063696,30,192,9,3430,161,1,1,0,3622,40,5.30093870789619,22.5,162,0.6172839506172839,99.38271604938271
Greene,2020-08-30,44623,1.4163099746767362,22.412208950541203,1.5686977567622078,14.34237949039733,64,632,7,9369,564,6,4,0,10001,46,6.319368063193681,15.217391304347828,568,0.7042253521126761,99.29577464788733
Hempstead,2020-08-30,22018,1.4987737305840676,17.004269234262875,0.45417385775274777,11.808520301571441,26,330,1,3414,301,3,3,0,3744,9,8.814102564102564,11.11111111111111,304,0.9868421052631579,99.01315789473685
Hot Spring,2020-08-30,33520,5.122315035799523,29.880668257756565,1.1933174224343677,12.231503579952268,41,1717,4,8299,1656,6,20,0,10016,28,17.142571884984026,14.285714285714285,1676,1.1933174224343674,98.80668257756562
Howard,2020-08-30,13389,3.159309881245799,26.5516468742998,1.4937635372320561,26.14086190156098,35,423,2,3132,383,4,5,0,3555,11,11.89873417721519,18.181818181818183,388,1.2886597938144329,98.71134020618557
Independence,2020-08-30,37264,2.0395019321597254,22.673357664233578,1.3417775869471875,26.567196221554315,99,760,5,7689,655,3,6,1,8449,20,8.995147354716535,25,661,0.9077155824508321,99.09228441754917
Izard,2020-08-30,13559,0.7522678663618261,20.65049044914817,2.9500700641640236,22.12552548123018,30,102,4,2698,72,1,0,0,2800,21,3.642857142857143,19.047619047619047,72,0,100
Jackson,2020-08-30,17225,1.0566037735849056,27.570391872278666,0,31.930333817126268,55,182,0,4567,126,1,1,0,4749,7,3.8323857654242994,0,127,0.7874015748031495,99.21259842519686
Jefferson,2020-08-30,70424,2.9691582415085764,32.36396682948995,1.2779734181529023,45.43905486765875,320,2091,9,20701,1721,10,50,0,22792,124,9.174271674271674,7.258064516129033,1771,2.8232636928289105,97.17673630717108
Johnson,2020-08-30,26291,2.8679015632726026,23.970179909474727,0.3803582975162603,11.410748925487809,30,754,1,5548,720,1,4,0,6302,30,11.964455728340209,3.3333333333333335,724,0.5524861878453038,99.4475138121547
Lafayette,2020-08-30,6915,0.9544468546637744,12.321041214750544,0,1.4461315979754157,1,66,0,786,63,0,2,0,852,1,7.746478873239436,0,65,3.076923076923077,96.92307692307692
Lawrence,2020-08-30,16669,1.4877917091607173,17.415561821345012,0,8.398824164616954,14,248,0,2655,224,1,10,0,2903,28,8.542886668963142,0,234,4.273504273504273,95.72649572649573
Lee,2020-08-30,9398,10.661842945307512,45.424558416684405,1.0640561821664185,20.217067461161946,19,1002,1,3267,972,2,11,0,4269,12,23.471539002108223,8.333333333333332,983,1.119023397761953,98.88097660223805
Lincoln,2020-08-30,13695,11.683096020445419,49.01058780576853,21.90580503833516,168.67469879518072,231,1600,30,5112,1356,4,13,0,6712,35,23.837902264600714,85.71428571428571,1369,0.9495982468955442,99.05040175310445
Little River,2020-08-30,12417,2.2388660707095114,13.811709752758317,1.610695014898929,13.690907626640895,17,278,2,1437,247,0,14,0,1715,10,16.20991253644315,20,261,5.363984674329502,94.6360153256705
Logan,2020-08-30,21757,1.6730247736360713,25.633129567495516,0.9192443811187204,15.167532288458887,33,364,2,5213,330,1,1,0,5577,40,6.526806526806526,5,331,0.3021148036253776,99.69788519637463
Lonoke,2020-08-30,72206,0.9929922721103509,18.07329030828463,1.661911752485943,14.680220480292496,106,717,12,12333,607,4,4,0,13050,138,5.494252873563219,8.695652173913043,611,0.6546644844517185,99.34533551554829
Madison,2020-08-30,16078,1.8348053240452793,22.6831695484513,0,3.731807438736161,6,295,0,3352,287,0,2,0,3647,292,8.088840142582946,0,289,0.6920415224913495,99.30795847750865
Marion,2020-08-30,16438,0.2676724662367685,10.244555298698138,0,4.258425599221317,7,44,0,1640,37,1,0,0,1684,27,2.6128266033254155,0,37,0,100
Miller,2020-08-30,43759,1.3734317511826137,12.918485340158595,0.4570488356680912,9.140976713361823,40,601,2,5052,554,0,7,1,5653,217,10.631523085087565,0.9216589861751152,561,1.2477718360071302,98.75222816399287
Mississippi,2020-08-30,42831,3.149587915294997,24.93054096332096,0.9339030141719783,28.950993439331324,124,1349,4,9329,1204,8,21,1,10678,61,12.633451957295375,6.557377049180328,1225,1.7142857142857144,98.28571428571429
Monroe,2020-08-30,7249,1.2967305835287626,25.63112153400469,2.7590012415505587,13.795006207752794,10,94,2,1764,84,2,0,0,1858,11,5.059203444564048,18.181818181818183,84,0,100
Montgomery,2020-08-30,8993,1.0674969420660514,14.867118870232405,3.3359279439564107,44.47903925275214,40,96,3,1241,53,1,3,0,1337,5,7.180254300673148,60,56,5.357142857142857,94.64285714285714
Nevada,2020-08-30,8440,1.919431279620853,27.760663507109008,0,15.402843601895736,13,162,0,2181,137,0,12,0,2343,8,6.9142125480153656,0,149,8.053691275167784,91.94630872483222
Newton,2020-08-30,7848,1.529051987767584,16.73037716615698,3.8226299694189603,15.290519877675841,12,120,3,1193,93,0,15,0,1313,46,9.13937547600914,6.521739130434782,108,13.88888888888889,86.11111111111111
Ouachita,2020-08-30,24106,0.6512901352360408,17.70928399568572,4.563179291462706,14.519206836472248,35,157,11,4112,118,1,4,0,4269,89,3.677676270789412,12.359550561797752,122,3.278688524590164,96.72131147540983
Perry,2020-08-30,10322,0.6103468320093005,20.635535748885875,0.96880449525285794,4.84402247626429,5,63,1,2067,57,0,1,0,2130,12,2.9577464788732395,8.333333333333332,58,1.7241379310344827,98.27586206896551
Phillips,2020-08-30,19034,2.12251760008406,28.64873384469896,3.6776295050961436,18.913523169065883,36,404,7,5049,359,2,9,0,5453,35,7.408765816981477,20,368,2.4456521739130435,97.55434782608695
Pike,2020-08-30,10808,1.6099185788304957,17.55181347150259,1.850481125092524,12.953367875647668,14,174,2,1723,159,2,1,0,1897,22,9.172377438060094,9.090909090909092,160,0.625,99.375
Poinsett,2020-08-30,24054,2.0204539785482667,24.553088883345804,3.3258501704498213,46.146171114991276,111,486,8,5420,369,7,6,0,5906,51,8.22891974263461,15.686274509803921,375,1.6,98.4
Polk,2020-08-30,20163,1.1109457917968557,16.326935475871647,0.4959579427664534,12.894906511927788,26,224,1,3068,195,5,3,0,3292,28,6.804374240583232,3.571428571428571,198,1.5151515151515151,98.48484848484848
Pope,2020-08-30,63644,2.7213877191879834,27.58940355728741,2.51398403620137,27.810948400477656,177,1732,16,15827,1541,9,14,0,17559,222,9.863887465117603,7.207207207207207,1555,0.9003215434083601,99.09967845659165
Prairie,2020-08-30,8244,1.3949539058709364,19.868995633187772,1.21300339640951,3.63901018922853,3,115,1,1523,112,0,0,0,1638,5,7.020757020757021,20,112,0,100
Pulaski,2020-08-30,393463,1.7851742095190655,25.18915374507895,0.8387065619893103,17.409514998869017,685,7024,33,92086,6234,40,105,2,99110,740,7.087074967208153,4.45945945945946,6339,1.6564126833885469,98.34358731661146
Randolph,2020-08-30,17603,1.7553826052377437,22.064420837357268,0.5680849855138328,11.92978469579049,21,309,1,3575,276,2,12,0,3884,10,7.955715756951596,10,288,4.166666666666666,95.83333333333334
Saline,2020-08-30,118009,1.327864823869366,17.903719207857026,1.6947859908989993,17.371556406714742,205,1567,20,19561,1350,12,12,0,21128,175,7.416698220371072,11.428571428571429,1362,0.881057268722467,99.11894273127754
