county_nam,mydate,deaths,fhwa_numbe,fips,positive,negative,recoveries,total_tests,active_cases,pop_5yr_est_2018,confirmed_pos,probable_pos,confirmed_neg,probable_neg,confirmed_recov,probable_recov,confirmed_death,probable_death,confirmed_active,probable_active,pcr_test,antigen_test,pcr_pos_test,pcr_neg_test,antigen_pos_test,antigen_neg_test,total_pos_test,total_neg_test,New_Cases_Today,Recovered_Since_Yesterday,New_Deaths_Today,New_Tests_Dashboard
St.Francis,5/18/20,0,0,0,0,0,0,0,0,0,349,0,1555,0,242,0,0,0,107,0,1904,0,0,0,0,0,0,0,8,28,0,124
Stone,5/18/20,0,0,0,0,0,0,0,0,0,8,0,178,0,8,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,-5
Union,5/18/20,0,0,0,0,0,0,0,0,0,107,0,581,0,69,0,4,0,34,0,688,0,0,0,0,0,0,0,0,3,0,21
VanBuren,5/18/20,0,0,0,0,0,0,0,0,0,28,0,376,0,26,0,2,0,0,0,404,0,0,0,0,0,0,0,0,0,0,9
Washington,5/18/20,0,0,0,0,0,0,0,0,0,145,0,3320,0,97,0,5,0,43,0,3465,0,0,0,0,0,0,0,2,-1,0,91
White,5/18/20,0,0,0,0,0,0,0,0,0,37,0,1363,0,33,0,1,0,3,0,1400,0,0,0,0,0,0,0,1,0,0,48
Woodruff,5/18/20,0,0,0,0,0,0,0,0,0,1,0,77,0,1,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,3
Yell,5/18/20,0,0,0,0,0,0,0,0,0,28,0,275,0,6,0,1,0,21,0,303,0,0,0,0,0,0,0,5,0,0,8
Arkansas_all_counties,5/17/20,0,0,0,0,0,0,0,0,2990671,4759,0,80426,0,3590,0,98,0,1071,0,85185,0,0,0,0,0,0,0,181,118,0,1953
Arkansas_county,5/17/20,0,0,0,0,0,0,0,0,0,2,0,204,0,2,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,6
Ashley,5/17/20,0,0,0,0,0,0,0,0,0,18,0,467,0,17,0,0,0,1,0,485,0,0,0,0,0,0,0,0,0,0,15
Baxter,5/17/20,0,0,0,0,0,0,0,0,0,6,0,446,0,5,0,0,0,1,0,452,0,0,0,0,0,0,0,0,0,0,2
Benton,5/17/20,0,0,0,0,0,0,0,0,0,149,0,6479,0,116,0,0,0,33,0,6628,0,0,0,0,0,0,0,5,0,0,68
Boone,5/17/20,0,0,0,0,0,0,0,0,0,4,0,491,0,4,0,0,0,0,0,495,0,0,0,0,0,0,0,0,0,0,60
Bradley,5/17/20,0,0,0,0,0,0,0,0,0,15,0,338,0,10,0,1,0,4,0,353,0,0,0,0,0,0,0,0,0,0,4
Calhoun,5/17/20,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0
Carroll,5/17/20,0,0,0,0,0,0,0,0,0,5,0,429,0,5,0,0,0,0,0,434,0,0,0,0,0,0,0,-1,-1,0,7
Chicot,5/17/20,0,0,0,0,0,0,0,0,0,10,0,173,0,9,0,0,0,1,0,183,0,0,0,0,0,0,0,0,0,0,-1
Clark,5/17/20,0,0,0,0,0,0,0,0,0,35,0,630,0,33,0,0,0,2,0,665,0,0,0,0,0,0,0,0,1,0,6
Clay,5/17/20,0,0,0,0,0,0,0,0,0,3,0,395,0,3,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,11
Cleburne,5/17/20,0,0,0,0,0,0,0,0,0,72,0,501,0,68,0,4,0,0,0,573,0,0,0,0,0,0,0,0,0,0,9
Cleveland,5/17/20,0,0,0,0,0,0,0,0,0,16,0,255,0,12,0,0,0,4,0,271,0,0,0,0,0,0,0,0,0,0,3
Columbia,5/17/20,0,0,0,0,0,0,0,0,0,15,0,264,0,11,0,2,0,2,0,279,0,0,0,0,0,0,0,0,0,0,2
Conway,5/17/20,0,0,0,0,0,0,0,0,0,14,0,446,0,12,0,1,0,1,0,460,0,0,0,0,0,0,0,0,0,0,9
Craighead,5/17/20,0,0,0,0,0,0,0,0,0,140,0,2457,0,86,0,0,0,54,0,2597,0,0,0,0,0,0,0,3,0,0,124
Crawford,5/17/20,0,0,0,0,0,0,0,0,0,11,0,490,0,5,0,0,0,6,0,501,0,0,0,0,0,0,0,0,0,0,4
Crittenden,5/17/20,0,0,0,0,0,0,0,0,0,234,0,1971,0,195,0,7,0,32,0,2205,0,0,0,0,0,0,0,4,3,0,81
Cross,5/17/20,0,0,0,0,0,0,0,0,0,35,0,435,0,25,0,0,0,10,0,470,0,0,0,0,0,0,0,0,0,0,34
Dallas,5/17/20,0,0,0,0,0,0,0,0,0,1,0,110,0,1,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,1
Desha,5/17/20,0,0,0,0,0,0,0,0,0,18,0,375,0,17,0,0,0,1,0,393,0,0,0,0,0,0,0,0,0,0,7
Drew,5/17/20,0,0,0,0,0,0,0,0,0,19,0,478,0,16,0,1,0,2,0,497,0,0,0,0,0,0,0,0,0,0,8
Faulkner,5/17/20,0,0,0,0,0,0,0,0,0,93,0,2347,0,79,0,3,0,11,0,2440,0,0,0,0,0,0,0,2,1,0,32
Franklin,5/17/20,0,0,0,0,0,0,0,0,0,2,0,178,0,2,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,3
Fulton,5/17/20,0,0,0,0,0,0,0,0,0,4,0,182,0,3,0,0,0,1,0,186,0,0,0,0,0,0,0,1,0,0,5
Garland,5/17/20,0,0,0,0,0,0,0,0,0,129,0,3223,0,117,0,1,0,11,0,3352,0,0,0,0,0,0,0,0,1,0,52
Grant,5/17/20,0,0,0,0,0,0,0,0,0,16,0,373,0,15,0,0,0,1,0,389,0,0,0,0,0,0,0,0,0,0,12
Greene,5/17/20,0,0,0,0,0,0,0,0,0,24,0,1190,0,21,0,0,0,3,0,1214,0,0,0,0,0,0,0,0,0,0,27
Hempstead,5/17/20,0,0,0,0,0,0,0,0,0,9,0,159,0,6,0,1,0,2,0,168,0,0,0,0,0,0,0,0,0,0,6
HotSpring,5/17/20,0,0,0,0,0,0,0,0,0,29,0,642,0,22,0,0,0,7,0,671,0,0,0,0,0,0,0,0,0,0,15
Howard,5/17/20,0,0,0,0,0,0,0,0,0,14,0,222,0,14,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,2
Independence,5/17/20,0,0,0,0,0,0,0,0,0,25,0,514,0,17,0,0,0,8,0,539,0,0,0,0,0,0,0,0,1,0,17
Izard,5/17/20,0,0,0,0,0,0,0,0,0,13,0,150,0,10,0,0,0,3,0,163,0,0,0,0,0,0,0,0,0,0,3
Jackson,5/17/20,0,0,0,0,0,0,0,0,0,1,0,175,0,1,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0
Jefferson,5/17/20,0,0,0,0,0,0,0,0,0,491,0,2063,0,190,0,19,0,282,0,2554,0,0,0,0,0,0,0,129,3,0,155
Johnson,5/17/20,0,0,0,0,0,0,0,0,0,35,0,277,0,33,0,0,0,2,0,312,0,0,0,0,0,0,0,0,1,0,2
Lafayette,5/17/20,0,0,0,0,0,0,0,0,0,9,0,34,0,8,0,1,0,0,0,43,0,0,0,0,0,0,0,0,0,0,2
Lawrence,5/17/20,0,0,0,0,0,0,0,0,0,73,0,484,0,55,0,4,0,14,0,557,0,0,0,0,0,0,0,0,0,0,13
Lee,5/17/20,0,0,0,0,0,0,0,0,0,11,0,155,0,3,0,1,0,7,0,166,0,0,0,0,0,0,0,1,0,0,13
Lincoln,5/17/20,0,0,0,0,0,0,0,0,0,955,0,885,0,867,0,8,0,80,0,1840,0,0,0,0,0,0,0,0,9,0,36
LittleRiver,5/17/20,0,0,0,0,0,0,0,0,0,1,0,124,0,0,0,0,0,1,0,125,0,0,0,0,0,0,0,0,0,0,3
Logan,5/17/20,0,0,0,0,0,0,0,0,0,4,0,206,0,3,0,0,0,1,0,210,0,0,0,0,0,0,0,0,0,0,2
Lonoke,5/17/20,0,0,0,0,0,0,0,0,0,45,0,1303,0,42,0,0,0,3,0,1348,0,0,0,0,0,0,0,0,0,0,29
Madison,5/17/20,0,0,0,0,0,0,0,0,0,1,0,210,0,1,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,2
Marion,5/17/20,0,0,0,0,0,0,0,0,0,1,0,119,0,1,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,2
Miller,5/17/20,0,0,0,0,0,0,0,0,0,42,0,468,0,36,0,1,0,5,0,510,0,0,0,0,0,0,0,0,0,0,65
MissingCountyInfo,5/17/20,0,0,0,0,0,0,0,0,0,132,0,20107,0,109,0,0,0,23,0,20239,0,0,0,0,0,0,0,1,1,0,346
Mississippi,5/17/20,0,0,0,0,0,0,0,0,0,61,0,700,0,29,0,0,0,32,0,761,0,0,0,0,0,0,0,0,1,0,16
Monroe,5/17/20,0,0,0,0,0,0,0,0,0,5,0,124,0,4,0,0,0,1,0,129,0,0,0,0,0,0,0,0,0,0,12
Montgomery,5/17/20,0,0,0,0,0,0,0,0,0,1,0,115,0,1,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,1
Nevada,5/17/20,0,0,0,0,0,0,0,0,0,4,0,96,0,3,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,2
Newton,5/17/20,0,0,0,0,0,0,0,0,0,3,0,103,0,3,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,2
Ouachita,5/17/20,0,0,0,0,0,0,0,0,0,10,0,578,0,6,0,0,0,4,0,588,0,0,0,0,0,0,0,0,0,0,9
Perry,5/17/20,0,0,0,0,0,0,0,0,0,12,0,201,0,8,0,0,0,4,0,213,0,0,0,0,0,0,0,0,1,0,0
Phillips,5/17/20,0,0,0,0,0,0,0,0,0,5,0,277,0,3,0,1,0,1,0,282,0,0,0,0,0,0,0,1,0,0,5
Pike,5/17/20,0,0,0,0,0,0,0,0,0,3,0,432,0,3,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,14
Poinsett,5/17/20,0,0,0,0,0,0,0,0,0,26,0,357,0,22,0,2,0,2,0,383,0,0,0,0,0,0,0,0,0,0,15
Polk,5/17/20,0,0,0,0,0,0,0,0,0,8,0,353,0,7,0,0,0,1,0,361,0,0,0,0,0,0,0,1,0,0,12
Pope,5/17/20,0,0,0,0,0,0,0,0,0,73,0,1981,0,45,0,0,0,28,0,2054,0,0,0,0,0,0,0,10,0,0,29
Prairie,5/17/20,0,0,0,0,0,0,0,0,0,2,0,82,0,2,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0
Pulaski,5/17/20,0,0,0,0,0,0,0,0,0,686,0,9081,0,560,0,23,0,103,0,9767,0,0,0,0,0,0,0,3,7,0,170
Randolph,5/17/20,0,0,0,0,0,0,0,0,0,22,0,734,0,21,0,0,0,1,0,756,0,0,0,0,0,0,0,0,0,0,16
Saline,5/17/20,0,0,0,0,0,0,0,0,0,82,0,2441,0,71,0,1,0,10,0,2523,0,0,0,0,0,0,0,1,0,0,49
Scott,5/17/20,0,0,0,0,0,0,0,0,0,1,0,22,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
Searcy,5/17/20,0,0,0,0,0,0,0,0,0,6,0,268,0,6,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,13
Sebastian,5/17/20,0,0,0,0,0,0,0,0,0,16,0,791,0,15,0,0,0,1,0,807,0,0,0,0,0,0,0,1,1,0,8
Sevier,5/17/20,0,0,0,0,0,0,0,0,0,28,0,366,0,15,0,1,0,12,0,394,0,0,0,0,0,0,0,1,0,0,2
Sharp,5/17/20,0,0,0,0,0,0,0,0,0,37,0,214,0,6,0,2,0,29,0,251,0,0,0,0,0,0,0,0,0,0,1
St.Francis,5/17/20,0,0,0,0,0,0,0,0,0,341,0,1439,0,214,0,0,0,127,0,1780,0,0,0,0,0,0,0,6,86,0,140
Stone,5/17/20,0,0,0,0,0,0,0,0,0,8,0,183,0,8,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,4
Union,5/17/20,0,0,0,0,0,0,0,0,0,107,0,560,0,66,0,4,0,37,0,667,0,0,0,0,0,0,0,0,0,0,7
VanBuren,5/17/20,0,0,0,0,0,0,0,0,0,28,0,367,0,26,0,2,0,0,0,395,0,0,0,0,0,0,0,0,0,0,5
Washington,5/17/20,0,0,0,0,0,0,0,0,0,143,0,3231,0,98,0,5,0,40,0,3374,0,0,0,0,0,0,0,2,2,0,65
White,5/17/20,0,0,0,0,0,0,0,0,0,36,0,1316,0,33,0,1,0,2,0,1352,0,0,0,0,0,0,0,0,0,0,31
Woodruff,5/17/20,0,0,0,0,0,0,0,0,0,1,0,74,0,1,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,4
Yell,5/17/20,0,0,0,0,0,0,0,0,0,23,0,272,0,6,0,1,0,16,0,295,0,0,0,0,0,0,0,10,0,0,17
Arkansas_all_counties,5/16/20,0,0,0,0,0,0,0,0,2990671,4578,0,78654,0,3472,0,98,0,1008,0,83232,0,0,0,0,0,0,0,115,82,0,1703
Arkansas_county,5/16/20,0,0,0,0,0,0,0,0,0,2,0,198,0,2,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,9
Ashley,5/16/20,0,0,0,0,0,0,0,0,0,18,0,452,0,17,0,0,0,1,0,470,0,0,0,0,0,0,0,0,0,0,11
Baxter,5/16/20,0,0,0,0,0,0,0,0,0,6,0,444,0,5,0,0,0,1,0,450,0,0,0,0,0,0,0,0,0,0,22
Benton,5/16/20,0,0,0,0,0,0,0,0,0,144,0,6416,0,116,0,0,0,28,0,6560,0,0,0,0,0,0,0,5,3,0,347
Boone,5/16/20,0,0,0,0,0,0,0,0,0,4,0,431,0,4,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,90
Bradley,5/16/20,0,0,0,0,0,0,0,0,0,15,0,334,0,10,0,1,0,4,0,349,0,0,0,0,0,0,0,2,0,0,21
Calhoun,5/16/20,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,3
Carroll,5/16/20,0,0,0,0,0,0,0,0,0,6,0,421,0,6,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,29
Chicot,5/16/20,0,0,0,0,0,0,0,0,0,10,0,174,0,9,0,0,0,1,0,184,0,0,0,0,0,0,0,0,0,0,23
Clark,5/16/20,0,0,0,0,0,0,0,0,0,35,0,624,0,32,0,0,0,3,0,659,0,0,0,0,0,0,0,0,2,0,15
Clay,5/16/20,0,0,0,0,0,0,0,0,0,3,0,384,0,3,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,5
Cleburne,5/16/20,0,0,0,0,0,0,0,0,0,72,0,492,0,68,0,4,0,0,0,564,0,0,0,0,0,0,0,0,0,0,37
Cleveland,5/16/20,0,0,0,0,0,0,0,0,0,16,0,252,0,12,0,0,0,4,0,268,0,0,0,0,0,0,0,0,0,0,11
Columbia,5/16/20,0,0,0,0,0,0,0,0,0,15,0,262,0,11,0,2,0,2,0,277,0,0,0,0,0,0,0,0,0,0,5
Conway,5/16/20,0,0,0,0,0,0,0,0,0,14,0,437,0,12,0,1,0,1,0,451,0,0,0,0,0,0,0,0,0,0,17
Craighead,5/16/20,0,0,0,0,0,0,0,0,0,137,0,2336,0,86,0,0,0,51,0,2473,0,0,0,0,0,0,0,7,3,0,155
Crawford,5/16/20,0,0,0,0,0,0,0,0,0,11,0,486,0,5,0,0,0,6,0,497,0,0,0,0,0,0,0,2,0,0,36
Crittenden,5/16/20,0,0,0,0,0,0,0,0,0,230,0,1894,0,192,0,7,0,31,0,2124,0,0,0,0,0,0,0,1,4,0,27
Cross,5/16/20,0,0,0,0,0,0,0,0,0,35,0,401,0,25,0,0,0,10,0,436,0,0,0,0,0,0,0,0,2,0,7
Dallas,5/16/20,0,0,0,0,0,0,0,0,0,1,0,109,0,1,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,10
Desha,5/16/20,0,0,0,0,0,0,0,0,0,18,0,368,0,17,0,0,0,1,0,386,0,0,0,0,0,0,0,0,0,0,11
Drew,5/16/20,0,0,0,0,0,0,0,0,0,19,0,470,0,16,0,1,0,2,0,489,0,0,0,0,0,0,0,0,0,0,12
Faulkner,5/16/20,0,0,0,0,0,0,0,0,0,91,0,2317,0,78,0,3,0,10,0,2408,0,0,0,0,0,0,0,3,3,0,70
Franklin,5/16/20,0,0,0,0,0,0,0,0,0,2,0,175,0,2,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,7
Fulton,5/16/20,0,0,0,0,0,0,0,0,0,3,0,178,0,3,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,14
Garland,5/16/20,0,0,0,0,0,0,0,0,0,129,0,3171,0,116,0,1,0,12,0,3300,0,0,0,0,0,0,0,2,0,0,62
Grant,5/16/20,0,0,0,0,0,0,0,0,0,16,0,361,0,15,0,0,0,1,0,377,0,0,0,0,0,0,0,0,0,0,10
Greene,5/16/20,0,0,0,0,0,0,0,0,0,24,0,1163,0,21,0,0,0,3,0,1187,0,0,0,0,0,0,0,0,0,0,26
Hempstead,5/16/20,0,0,0,0,0,0,0,0,0,9,0,153,0,6,0,1,0,2,0,162,0,0,0,0,0,0,0,0,0,0,20
HotSpring,5/16/20,0,0,0,0,0,0,0,0,0,29,0,627,0,22,0,0,0,7,0,656,0,0,0,0,0,0,0,0,1,0,27
Howard,5/16/20,0,0,0,0,0,0,0,0,0,14,0,220,0,14,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,26
Independence,5/16/20,0,0,0,0,0,0,0,0,0,25,0,497,0,16,0,0,0,9,0,522,0,0,0,0,0,0,0,2,1,0,64
Izard,5/16/20,0,0,0,0,0,0,0,0,0,13,0,147,0,10,0,0,0,3,0,160,0,0,0,0,0,0,0,0,0,0,17
Jackson,5/16/20,0,0,0,0,0,0,0,0,0,1,0,175,0,1,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,9
Jefferson,5/16/20,0,0,0,0,0,0,0,0,0,362,0,2037,0,187,0,19,0,156,0,2399,0,0,0,0,0,0,0,52,3,0,181
Johnson,5/16/20,0,0,0,0,0,0,0,0,0,35,0,275,0,32,0,0,0,3,0,310,0,0,0,0,0,0,0,0,0,0,11
Lafayette,5/16/20,0,0,0,0,0,0,0,0,0,9,0,32,0,8,0,1,0,0,0,41,0,0,0,0,0,0,0,0,0,0,3
Lawrence,5/16/20,0,0,0,0,0,0,0,0,0,73,0,471,0,55,0,4,0,14,0,544,0,0,0,0,0,0,0,1,4,0,22
Lee,5/16/20,0,0,0,0,0,0,0,0,0,10,0,143,0,3,0,1,0,6,0,153,0,0,0,0,0,0,0,0,0,0,8
Lincoln,5/16/20,0,0,0,0,0,0,0,0,0,955,0,849,0,858,0,8,0,89,0,1804,0,0,0,0,0,0,0,3,2,0,7
LittleRiver,5/16/20,0,0,0,0,0,0,0,0,0,1,0,121,0,0,0,0,0,1,0,122,0,0,0,0,0,0,0,1,0,0,8
Logan,5/16/20,0,0,0,0,0,0,0,0,0,4,0,204,0,3,0,0,0,1,0,208,0,0,0,0,0,0,0,0,0,0,21
Lonoke,5/16/20,0,0,0,0,0,0,0,0,0,45,0,1274,0,42,0,0,0,3,0,1319,0,0,0,0,0,0,0,0,2,0,33
Madison,5/16/20,0,0,0,0,0,0,0,0,0,1,0,208,0,1,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,0,11
Marion,5/16/20,0,0,0,0,0,0,0,0,0,1,0,117,0,1,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,7
Miller,5/16/20,0,0,0,0,0,0,0,0,0,42,0,403,0,36,0,1,0,5,0,445,0,0,0,0,0,0,0,0,1,0,1
MissingCountyInfo,5/16/20,0,0,0,0,0,0,0,0,0,131,0,19762,0,108,0,0,0,23,0,19893,0,0,0,0,0,0,0,-8,2,0,-1188
Mississippi,5/16/20,0,0,0,0,0,0,0,0,0,61,0,684,0,28,0,0,0,33,0,745,0,0,0,0,0,0,0,3,0,0,41
Monroe,5/16/20,0,0,0,0,0,0,0,0,0,5,0,112,0,4,0,0,0,1,0,117,0,0,0,0,0,0,0,0,0,0,11
Montgomery,5/16/20,0,0,0,0,0,0,0,0,0,1,0,114,0,1,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,4
Nevada,5/16/20,0,0,0,0,0,0,0,0,0,4,0,94,0,3,0,0,0,1,0,98,0,0,0,0,0,0,0,0,0,0,5
Newton,5/16/20,0,0,0,0,0,0,0,0,0,3,0,101,0,3,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,8
Ouachita,5/16/20,0,0,0,0,0,0,0,0,0,10,0,569,0,6,0,0,0,4,0,579,0,0,0,0,0,0,0,1,0,0,20
Perry,5/16/20,0,0,0,0,0,0,0,0,0,12,0,201,0,7,0,0,0,5,0,213,0,0,0,0,0,0,0,0,0,0,16
Phillips,5/16/20,0,0,0,0,0,0,0,0,0,4,0,273,0,3,0,1,0,0,0,277,0,0,0,0,0,0,0,0,0,0,8
Pike,5/16/20,0,0,0,0,0,0,0,0,0,3,0,418,0,3,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,15
Poinsett,5/16/20,0,0,0,0,0,0,0,0,0,26,0,342,0,22,0,2,0,2,0,368,0,0,0,0,0,0,0,1,0,0,21
Polk,5/16/20,0,0,0,0,0,0,0,0,0,7,0,342,0,7,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,19
Pope,5/16/20,0,0,0,0,0,0,0,0,0,63,0,1962,0,45,0,0,0,18,0,2025,0,0,0,0,0,0,0,2,1,0,49
Prairie,5/16/20,0,0,0,0,0,0,0,0,0,2,0,82,0,2,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,13
Pulaski,5/16/20,0,0,0,0,0,0,0,0,0,683,0,8914,0,553,0,23,0,107,0,9597,0,0,0,0,0,0,0,14,11,0,307
Randolph,5/16/20,0,0,0,0,0,0,0,0,0,22,0,718,0,21,0,0,0,1,0,740,0,0,0,0,0,0,0,0,0,0,18
Saline,5/16/20,0,0,0,0,0,0,0,0,0,81,0,2393,0,71,0,1,0,9,0,2474,0,0,0,0,0,0,0,1,1,0,104
Scott,5/16/20,0,0,0,0,0,0,0,0,0,1,0,22,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,6
Searcy,5/16/20,0,0,0,0,0,0,0,0,0,6,0,255,0,6,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,25
Sebastian,5/16/20,0,0,0,0,0,0,0,0,0,15,0,784,0,14,0,0,0,1,0,799,0,0,0,0,0,0,0,0,0,0,80
Sevier,5/16/20,0,0,0,0,0,0,0,0,0,27,0,365,0,15,0,1,0,11,0,392,0,0,0,0,0,0,0,2,3,0,11
Sharp,5/16/20,0,0,0,0,0,0,0,0,0,37,0,213,0,6,0,2,0,29,0,250,0,0,0,0,0,0,0,0,0,0,20
St.Francis,5/16/20,0,0,0,0,0,0,0,0,0,335,0,1305,0,128,0,0,0,207,0,1640,0,0,0,0,0,0,0,2,29,0,28
Stone,5/16/20,0,0,0,0,0,0,0,0,0,8,0,179,0,8,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,23
Union,5/16/20,0,0,0,0,0,0,0,0,0,107,0,553,0,66,0,4,0,37,0,660,0,0,0,0,0,0,0,2,1,0,71
VanBuren,5/16/20,0,0,0,0,0,0,0,0,0,28,0,362,0,26,0,2,0,0,0,390,0,0,0,0,0,0,0,0,0,0,24
Washington,5/16/20,0,0,0,0,0,0,0,0,0,141,0,3168,0,96,0,5,0,40,0,3309,0,0,0,0,0,0,0,10,3,0,284
White,5/16/20,0,0,0,0,0,0,0,0,0,36,0,1285,0,33,0,1,0,2,0,1321,0,0,0,0,0,0,0,0,1,0,60
Woodruff,5/16/20,0,0,0,0,0,0,0,0,0,1,0,70,0,1,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,6
Yell,5/16/20,0,0,0,0,0,0,0,0,0,13,0,265,0,6,0,1,0,6,0,278,0,0,0,0,0,0,0,4,0,0,26
Arkansas_all_counties,5/15/20,0,0,0,0,0,0,0,0,2990671,4463,0,77066,0,3390,0,98,0,975,0,81529,0,0,0,0,0,0,0,97,50,0,3024
Arkansas_county,5/15/20,0,0,0,0,0,0,0,0,0,2,0,189,0,2,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,3
Ashley,5/15/20,0,0,0,0,0,0,0,0,0,18,0,441,0,17,0,0,0,1,0,459,0,0,0,0,0,0,0,0,0,0,11
Baxter,5/15/20,0,0,0,0,0,0,0,0,0,6,0,422,0,5,0,0,0,1,0,428,0,0,0,0,0,0,0,0,0,0,11
Benton,5/15/20,0,0,0,0,0,0,0,0,0,139,0,6074,0,113,0,0,0,26,0,6213,0,0,0,0,0,0,0,3,2,0,227
Boone,5/15/20,0,0,0,0,0,0,0,0,0,4,0,341,0,4,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,23
Bradley,5/15/20,0,0,0,0,0,0,0,0,0,13,0,315,0,10,0,1,0,2,0,328,0,0,0,0,0,0,0,1,0,0,22
Calhoun,5/15/20,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,3
Carroll,5/15/20,0,0,0,0,0,0,0,0,0,6,0,392,0,6,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,13
Chicot,5/15/20,0,0,0,0,0,0,0,0,0,10,0,151,0,9,0,0,0,1,0,161,0,0,0,0,0,0,0,0,0,0,4
Clark,5/15/20,0,0,0,0,0,0,0,0,0,35,0,609,0,31,0,0,0,4,0,644,0,0,0,0,0,0,0,0,0,0,6
Clay,5/15/20,0,0,0,0,0,0,0,0,0,3,0,379,0,3,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,3
Cleburne,5/15/20,0,0,0,0,0,0,0,0,0,72,0,455,0,68,0,4,0,0,0,527,0,0,0,0,0,0,0,0,0,0,8
Cleveland,5/15/20,0,0,0,0,0,0,0,0,0,16,0,241,0,12,0,0,0,4,0,257,0,0,0,0,0,0,0,1,0,0,8
Columbia,5/15/20,0,0,0,0,0,0,0,0,0,15,0,257,0,11,0,2,0,2,0,272,0,0,0,0,0,0,0,0,1,0,7
Conway,5/15/20,0,0,0,0,0,0,0,0,0,14,0,420,0,12,0,1,0,1,0,434,0,0,0,0,0,0,0,0,0,0,11
Craighead,5/15/20,0,0,0,0,0,0,0,0,0,130,0,2188,0,83,0,0,0,47,0,2318,0,0,0,0,0,0,0,3,1,0,45
Crawford,5/15/20,0,0,0,0,0,0,0,0,0,9,0,452,0,5,0,0,0,4,0,461,0,0,0,0,0,0,0,1,0,0,15
Crittenden,5/15/20,0,0,0,0,0,0,0,0,0,229,0,1868,0,188,0,7,0,34,0,2097,0,0,0,0,0,0,0,10,4,0,55
Cross,5/15/20,0,0,0,0,0,0,0,0,0,35,0,394,0,23,0,0,0,12,0,429,0,0,0,0,0,0,0,0,0,0,13
Dallas,5/15/20,0,0,0,0,0,0,0,0,0,1,0,99,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,5
Desha,5/15/20,0,0,0,0,0,0,0,0,0,18,0,357,0,17,0,0,0,1,0,375,0,0,0,0,0,0,0,0,0,0,6
Drew,5/15/20,0,0,0,0,0,0,0,0,0,19,0,458,0,16,0,1,0,2,0,477,0,0,0,0,0,0,0,0,0,0,24
Faulkner,5/15/20,0,0,0,0,0,0,0,0,0,88,0,2250,0,75,0,3,0,10,0,2338,0,0,0,0,0,0,0,5,0,0,70
Franklin,5/15/20,0,0,0,0,0,0,0,0,0,2,0,168,0,2,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,3
