"","County","Date","Positive","Negative","Recovered","Total_Deaths","Number_Tested","Current_Infections","Population","New_Cases_Today","Recovered_Since_Yesterday","New_Deaths_Today","New_Tests_Dashboard","Cases_Population","Tested_Population","New_Cases_Today_10k_Pop","Active_Cases_10k_Pop","Pct_Positive_Cumulative","Pct_Positive_New_to_Dashboard","Closed","Pct_Deaths_vs_Recoveries","Pct_Recoveries_vs_Deaths"
"60","Pulaski",2020-09-04,7367,97289,6553,113,104656,701,393463,91,41,1,1040,1.87234886126523,26.5986890762283,2.31279688306143,17.816160604682,7.0392524078887,8.75,6666,1.6951695169517,98.3048304830483
"61","Randolph",2020-09-04,317,3705,293,13,4022,11,17603,5,3,0,35,1.80082940407885,22.8483781173664,2.84042492756916,6.24893484065216,7.88165091994033,14.2857142857143,306,4.2483660130719,95.7516339869281
"62","Saline",2020-09-04,1666,20639,1428,14,22305,224,118009,13,17,1,155,1.41175673041887,18.9011007635011,1.10161089408435,18.9816030980688,7.46917731450347,8.38709677419355,1442,0.970873786407767,99.0291262135922
"63","Scott",2020-09-04,89,1470,88,0,1559,1,10442,1,1,0,10,0.85232714039456,14.9300900210688,0.957670944263551,0.957670944263551,5.70878768441309,10,88,0,100
"64","Searcy",2020-09-04,113,1549,73,0,1662,40,7923,2,14,0,17,1.42622743910135,20.9769026883756,2.52429635239177,50.4859270478354,6.79903730445247,11.7647058823529,73,0,100
"65","Sebastian",2020-09-04,2967,32712,2718,35,35679,214,127461,21,26,0,492,2.32777084755337,27.9920916986372,1.64756278391037,16.7894493217533,8.31581602623392,4.26829268292683,2753,1.2713403559753,98.7286596440247
"66","Sevier",2020-09-04,1164,5647,1139,14,6811,11,17193,1,3,1,40,6.77019717326819,39.6149595765719,0.581632059559123,6.39795265515035,17.0900014682132,2.5,1153,1.21422376409367,98.7857762359063
"67","Sharp",2020-09-04,153,2920,139,5,3073,9,17043,1,4,0,17,0.897729273015314,18.0308631109546,0.586751158833539,5.28076042950185,4.97884803123983,5.88235294117647,144,3.47222222222222,96.5277777777778
"68","St. Francis",2020-09-04,1362,9919,1277,4,11281,81,26294,5,8,0,32,5.17988894804898,42.9033239522324,1.90157450368905,30.8055069597627,12.0733977484266,15.625,1281,0.312256049960968,99.687743950039
"69","Stone",2020-09-04,212,2463,166,4,2675,42,12446,1,3,1,23,1.70335850875783,21.4928491081472,0.803470994697091,33.7457817772778,7.92523364485981,4.34782608695652,170,2.35294117647059,97.6470588235294
"70","Union",2020-09-04,721,7221,643,21,7942,57,39732,14,20,0,151,1.81465821000705,19.9889258028793,3.52360817477097,14.3461189972818,9.07831780407958,9.27152317880795,664,3.16265060240964,96.8373493975904
"71","Van Buren",2020-09-04,138,2865,106,2,3003,30,16684,2,4,0,17,0.82713977463438,17.9992807480221,1.19875329657157,17.9812994485735,4.5954045954046,11.7647058823529,108,1.85185185185185,98.1481481481482
"72","Washington",2020-09-04,7429,60273,6752,78,67702,599,228529,226,8,0,1027,3.25079092806602,29.6251241636729,9.88933570794079,26.2111154383032,10.9730879442262,22.0058422590068,6830,1.14202049780381,98.8579795021962
"73","White",2020-09-04,564,10248,471,12,10812,81,78804,13,9,0,68,0.715699710674585,13.720115730166,1.64966245368255,10.2786660575605,5.21642619311876,19.1176470588235,483,2.48447204968944,97.5155279503106
"74","Woodruff",2020-09-04,28,1337,27,0,1365,1,6660,0,0,0,13,0.42042042042042,20.4954954954955,0,1.5015015015015,2.05128205128205,0,27,0,100
"75","Yell",2020-09-04,1173,7733,1119,25,8906,29,21757,4,1,0,92,5.3913682952613,40.9339522912166,1.83848876223744,13.3290435262214,13.1708960251516,4.34782608695652,1144,2.18531468531469,97.8146853146853
"76","Arkansas_all_counties",2020-09-04,64175,694320,57547,873,758495,5755,3017804,1094,658,12,11178,2.12654632308791,25.1340047266158,3.62515259440308,19.0701583005391,8.46083362448006,9.7870817677581,58420,1.49435124957206,98.5056487504279
