"","County","Date","Positive","Negative","Recovered","Total_Deaths","Number_Tested","Current_Infections","Population","New_Cases_Today","Recovered_Since_Yesterday","New_Deaths_Today","New_Tests_Dashboard","Cases_Population","Tested_Population","New_Cases_Today_10k_Pop","Active_Cases_10k_Pop","Pct_Positive_Cumulative","Pct_Positive_New_to_Dashboard","Closed","Pct_Deaths_vs_Recoveries","Pct_Recoveries_vs_Deaths"
"22","Drew",2020-09-05,309,4639,291,5,4948,13,18502,0,1,0,8,1.67008972003027,26.743054804886,0,7.02626743054805,6.24494745351657,0,296,1.68918918918919,98.3108108108108
"23","Faulkner",2020-09-05,1770,28046,1578,9,29816,183,122416,12,11,0,284,1.44588942621879,24.3562932949941,0.980264017775454,14.9490262710757,5.93640998121814,4.22535211267606,1587,0.56710775047259,99.4328922495274
"24","Franklin",2020-09-05,182,4213,156,2,4395,24,17780,0,2,0,36,1.02362204724409,24.718785151856,0,13.4983127109111,4.14106939704209,0,158,1.26582278481013,98.7341772151899
"25","Fulton",2020-09-05,84,934,67,1,1018,16,12139,4,3,0,9,0.691984512727572,8.38619326138891,3.29516434632177,13.1806573852871,8.25147347740668,44.4444444444444,68,1.47058823529412,98.5294117647059
"26","Garland",2020-09-05,1501,21744,1325,31,23245,145,98298,2,11,0,72,1.52698935888828,23.6474801114977,0.20346293922562,14.7510630938575,6.45730264573026,2.77777777777778,1356,2.28613569321534,97.7138643067847
"27","Grant",2020-09-05,202,3683,174,1,3885,27,18086,3,1,0,41,1.11688598916289,21.4807033064249,1.6587415680637,14.9286741125733,5.1994851994852,7.31707317073171,175,0.571428571428571,99.4285714285714
"28","Greene",2020-09-05,660,9911,605,5,10571,50,44623,2,10,0,46,1.47905788494722,23.6895771239047,0.448199359074917,11.2049839768729,6.24349635796046,4.34782608695652,610,0.819672131147541,99.1803278688525
"29","Hempstead",2020-09-05,335,3517,326,3,3852,6,22018,0,4,0,17,1.52148242347171,17.4947770006358,0,2.72504314651649,8.69678089304258,0,329,0.911854103343465,99.0881458966565
"30","Hot Spring",2020-09-05,1741,8637,1671,21,10378,49,33520,5,1,0,43,5.19391408114558,30.9606205250597,1.49164677804296,14.618138424821,16.7758720370013,11.6279069767442,1692,1.24113475177305,98.7588652482269
"31","Howard",2020-09-05,435,3232,395,5,3667,35,13389,4,2,0,21,3.24893569347972,27.3881544551497,2.98752707446411,26.140861901561,11.8625579492773,19.047619047619,400,1.25,98.75
"32","Independence",2020-09-05,806,8135,714,8,8941,84,37264,3,7,0,24,2.16294547015887,23.9936668097896,0.805066552168313,22.5418634607128,9.01465160496589,12.5,722,1.10803324099723,98.8919667590028
"33","Izard",2020-09-05,109,2835,92,0,2944,17,13559,0,3,0,8,0.803894092484696,21.7125156722472,0,12.5377977726971,3.70244565217391,0,92,0,100
"34","Jackson",2020-09-05,194,5148,174,1,5342,19,17225,0,4,0,41,1.12626995645864,31.0130624092888,0,11.0304789550073,3.63159865219019,0,175,0.571428571428571,99.4285714285714
"35","Jefferson",2020-09-05,2241,21852,1896,51,24093,294,70424,50,17,0,324,3.18215381120073,34.2113484039532,7.09985232307168,41.7471316596615,9.30145685468808,15.4320987654321,1947,2.61941448382126,97.3805855161787
"36","Johnson",2020-09-05,777,5728,757,4,6505,16,26291,2,2,0,32,2.95538397170134,24.7423072534327,0.760716595032521,6.08573276026017,11.9446579554189,6.25,761,0.525624178712221,99.4743758212878
"37","Lafayette",2020-09-05,74,804,68,2,878,4,6915,0,0,0,2,1.07013738250181,12.6970354302242,0,5.78452639190166,8.42824601366743,0,70,2.85714285714286,97.1428571428571
"38","Lawrence",2020-09-05,263,2923,231,11,3186,21,16669,1,0,0,124,1.57777911092447,19.1133241346212,0.599916011758354,12.5982362469254,8.25486503452605,0.806451612903226,242,4.54545454545455,95.4545454545455
"39","Lee",2020-09-05,1010,3323,983,11,4333,16,9398,1,2,0,10,10.7469674398808,46.1055543732709,1.06405618216642,17.0248989146627,23.3094853450265,10,994,1.10663983903421,98.8933601609658
"40","Lincoln",2020-09-05,1754,5612,1380,13,7366,361,13695,17,4,0,121,12.8075940124133,53.7860533041256,12.4132895217233,263.5998539613,23.8121096931849,14.0495867768595,1393,0.933237616654702,99.0667623833453
"41","Little River",2020-09-05,300,1471,262,15,1771,23,12417,1,0,0,6,2.41604252234839,14.26270435693,0.805347507449464,18.5229926713377,16.9395821569735,16.6666666666667,277,5.41516245487365,94.5848375451263
"42","Logan",2020-09-05,367,5416,353,1,5783,13,21757,0,1,0,12,1.68681343935285,26.5799512800478,0,5.97508847727168,6.34618710012104,0,354,0.282485875706215,99.7175141242938
"43","Lonoke",2020-09-05,767,13090,673,5,13857,89,72206,5,7,1,93,1.0622385951306,19.1909259618314,0.692463230202476,12.3258454976041,5.53510860936711,5.37634408602151,678,0.737463126843658,99.2625368731563
"44","Madison",2020-09-05,308,3450,296,2,3758,10,16078,0,-1,0,11,1.91566115188456,23.3735539246175,0,6.21967906456027,8.19584885577435,0,298,0.671140939597315,99.3288590604027
"45","Marion",2020-09-05,51,1738,42,0,1789,9,16438,0,1,0,4,0.310256722228982,10.8833191385813,0,5.47511862757026,2.85075461151481,0,42,0,100
"46","Miller",2020-09-05,646,5299,589,10,5945,47,43759,4,2,1,42,1.47626773920793,13.585776640234,0.914097671336182,10.7406476382001,10.8662741799832,9.52380952380952,599,1.669449081803,98.330550918197
"47","Mississippi",2020-09-05,1405,9671,1283,32,11076,90,42831,4,15,0,55,3.28033433727907,25.8597744624221,0.933903014171978,21.0128178188695,12.6850848681835,7.27272727272727,1315,2.43346007604563,97.5665399239544
"48","Monroe",2020-09-05,100,1839,90,0,1939,10,7249,3,0,0,27,1.37950062077528,26.7485170368327,4.13850186232584,13.7950062077528,5.15729757607014,11.1111111111111,90,0,100
"49","Montgomery",2020-09-05,118,1399,70,4,1517,44,8993,0,2,0,4,1.31213165795619,16.8686756366063,0,48.9269431780274,7.77851021753461,0,74,5.40540540540541,94.5945945945946
"50","Nevada",2020-09-05,165,2239,147,12,2404,6,8440,0,1,0,13,1.95497630331754,28.4834123222749,0,7.10900473933649,6.86356073211314,0,159,7.54716981132075,92.4528301886792
"51","Newton",2020-09-05,138,1300,98,15,1438,25,7848,2,3,0,19,1.75840978593272,18.3231396534149,2.54841997961264,31.855249745158,9.59666203059805,10.5263157894737,113,13.2743362831858,86.7256637168142
"52","Ouachita",2020-09-05,175,4324,135,5,4499,35,24106,0,5,0,8,0.725960341823612,18.6634033020825,0,14.5192068364722,3.88975327850633,0,140,3.57142857142857,96.4285714285714
"53","Perry",2020-09-05,63,2158,59,0,2221,4,10322,1,0,0,20,0.610346832009301,21.517147839566,0.968804495252858,3.87521798101143,2.83656010805943,5,59,0,100
"54","Phillips",2020-09-05,414,5161,387,10,5575,17,19034,0,3,0,12,2.17505516444258,29.2896921298729,0,8.93138594094778,7.42600896860987,0,397,2.51889168765743,97.4811083123426
"55","Pike",2020-09-05,183,1803,175,1,1986,7,10808,1,1,0,13,1.69319022945966,18.3752775721688,0.925240562546262,6.47668393782383,9.21450151057402,7.69230769230769,176,0.568181818181818,99.4318181818182
"56","Poinsett",2020-09-05,511,5860,432,6,6371,73,24054,2,8,0,52,2.12438679637482,26.4862392949198,0.831462542612455,30.3483828053546,8.02071888243604,3.84615384615385,438,1.36986301369863,98.6301369863014
"57","Polk",2020-09-05,234,3201,214,4,3435,16,20163,2,1,0,10,1.1605415860735,17.0361553340277,0.991915885532907,7.93532708426325,6.81222707423581,20,218,1.8348623853211,98.1651376146789
"58","Pope",2020-09-05,1832,16700,1690,20,18532,122,63644,13,21,1,166,2.87851172145057,29.1182200993024,2.04261202941361,19.1691282760354,9.88560328081157,7.83132530120482,1710,1.16959064327485,98.8304093567251
"59","Prairie",2020-09-05,121,1602,115,1,1723,5,8244,1,0,0,11,1.46773410965551,20.9000485201359,1.21300339640951,6.06501698204755,7.02263493905978,9.09090909090909,116,0.862068965517241,99.1379310344828
"60","Pulaski",2020-09-05,7441,98011,6606,113,105452,722,393463,74,53,0,796,1.89115622053408,26.8009952651202,1.88073592688512,18.3498829623116,7.05629101392103,9.2964824120603,6719,1.68179788659027,98.3182021134097
"61","Randolph",2020-09-05,319,3721,294,17,4040,8,17603,2,1,4,18,1.81219110378913,22.9506334147588,1.13616997102767,4.54467988411066,7.8960396039604,11.1111111111111,311,5.46623794212219,94.5337620578778
"62","Saline",2020-09-05,1676,20772,1439,14,22448,223,118009,10,11,0,143,1.42023066037336,19.0222779618504,0.8473929954495,18.8968637985238,7.46614397719173,6.99300699300699,1453,0.963523743977977,99.036476256022
"63","Scott",2020-09-05,89,1472,88,0,1561,1,10442,0,0,0,2,0.85232714039456,14.949243439954,0,0.957670944263551,5.7014734144779,0,88,0,100
"64","Searcy",2020-09-05,114,1552,81,0,1666,33,7923,1,8,0,4,1.43884892086331,21.0273886154235,1.26214817619589,41.6508898144642,6.84273709483793,25,81,0,100
"65","Sebastian",2020-09-05,2983,32907,2738,35,35890,210,127461,16,20,0,211,2.34032370685935,28.1576325307349,1.25528593059838,16.4756278391037,8.31150738367233,7.58293838862559,2773,1.26217093400649,98.7378290659935
"66","Sevier",2020-09-05,1167,5678,1143,14,6845,10,17193,3,4,0,34,6.78764613505496,39.812714476822,1.74489617867737,5.81632059559123,17.0489408327246,8.82352941176471,1157,1.21002592912705,98.7899740708729
"67","Sharp",2020-09-05,154,2929,141,5,3083,8,17043,1,2,0,10,0.90359678460365,18.089538226838,0.586751158833539,4.69400927066831,4.99513460914693,10,146,3.42465753424658,96.5753424657534
"68","St. Francis",2020-09-05,1364,9945,1283,4,11309,77,26294,2,6,0,28,5.18749524606374,43.009812124439,0.760629801475622,29.2842473568114,12.0611902024936,7.14285714285714,1287,0.310800310800311,99.6891996891997
"69","Stone",2020-09-05,231,2511,171,4,2742,56,12446,19,5,0,67,1.85601799775028,22.0311746745942,15.2659488992447,44.9943757030371,8.42450765864333,28.3582089552239,175,2.28571428571429,97.7142857142857
"70","Union",2020-09-05,724,7235,646,21,7959,57,39732,3,3,0,17,1.82220879895298,20.0317124735729,0.755058894593778,14.3461189972818,9.09662017841437,17.6470588235294,667,3.14842578710645,96.8515742128936
"71","Van Buren",2020-09-05,140,2875,109,2,3015,29,16684,2,3,0,12,0.839127307600096,18.0712059458164,1.19875329657157,17.3819228002877,4.64344941956882,16.6666666666667,111,1.8018018018018,98.1981981981982
"72","Washington",2020-09-05,7577,61055,6769,78,68632,730,228529,148,17,0,930,3.31555294951625,30.0320747038669,6.47620214502317,31.9434294991008,11.0400396316587,15.9139784946237,6847,1.13918504454506,98.8608149554549
"73","White",2020-09-05,564,10292,479,12,10856,73,78804,0,8,0,44,0.715699710674585,13.7759504593675,0,9.26348916298665,5.19528371407517,0,491,2.44399185336049,97.5560081466395
"74","Woodruff",2020-09-05,28,1348,27,0,1376,1,6660,0,0,0,11,0.42042042042042,20.6606606606607,0,1.5015015015015,2.03488372093023,0,27,0,100
"75","Yell",2020-09-05,1177,7776,1124,25,8953,28,21757,4,5,0,47,5.40975318288367,41.1499747207795,1.83848876223744,12.8694213356621,13.1464313637887,8.51063829787234,1149,2.17580504786771,97.8241949521323
"76","Arkansas_all_counties",2020-09-05,64690,700721,57968,882,765411,5840,3017804,515,421,9,6916,2.14361171235773,25.3631779930042,1.70653892698134,19.3518200651865,8.45166845002228,7.4465008675535,58850,1.49872557349193,98.5012744265081
