"","County","Date","Population","Cases_Population","Tested_Population","New_Cases_Today_10k_Pop","Active_Cases_10k_Pop","Current_Infections","Positive","New_Cases_Today","Negative","Recovered","Recovered_Since_Yesterday","Total_Deaths","New_Deaths_Today","Number_Tested","New_Tests_Dashboard","Pct_Positive_Cumulative","Pct_Positive_New_to_Dashboard","Closed","Pct_Deaths_vs_Recoveries","Pct_Recoveries_vs_Deaths","Hospitalized","Hosp_Change_from_Yesterday","Ever_Hospitalized","New_Admits","New_Discharges_Deaths","Pct_Hospitalized","Vent","Ever_on_a_Vent","New_on_Vent","Pct_Vent"
"11","Arkansas_all_counties",2020-08-23,3017804,1.87467443213675,22.2289452860424,1.24262543226797,18.6758318300327,5636,56574,375,614252,50251,487,687,13,670826,5501,8.43348349646555,6.8169423741138,50938,1.34869841768424,98.6513015823158,500,8,3920,12,4,8.87154009936125,110,502,0,22
"12","Arkansas_all_counties",2020-08-22,3017804,1.86224817781407,22.0466604192983,1.81257629720154,19.0900403074554,5761,56199,547,609126,49764,629,674,11,665325,6734,8.44684928418442,8.12295812295812,50438,1.33629406399937,98.6637059360006,492,-17,3908,52,69,8.54018399583406,108,502,3,21.9512195121951
"13","Arkansas_all_counties",2020-08-21,3017804,1.84412241484205,21.8235180283411,2.93922335579116,19.3982114146578,5854,55652,887,602939,49135,677,663,22,658591,10082,8.4501610255834,8.79785756794287,49798,1.33137877023174,98.6686212297683,509,10,3856,66,56,8.69490946361462,120,499,11,23.5756385068762
"14","Arkansas_all_counties",2020-08-20,3017804,1.81473018128414,21.4894340387911,1.8192036328403,18.7752418646141,5666,54765,549,593744,48458,792,641,10,648509,7229,8.4447555855046,7.59441139853368,49099,1.30552557078556,98.6944744292144,499,0,3790,47,47,8.80691846099541,108,488,5,21.6432865731463
"15","Arkansas_all_counties",2020-08-19,3017804,1.79653814495574,21.2498889921281,2.41566384032893,19.6135998229176,5919,54216,729,587064,47666,696,631,12,641280,4550,8.45434131736527,16.021978021978,48297,1.3064993684908,98.6935006315092,499,7,3743,48,41,8.43047812130427,114,483,5,22.8456913827655
"16","Arkansas_all_counties",2020-08-18,3017804,1.77238150655245,21.0991171063462,1.35860380594631,19.5440127987106,5898,53487,410,583243,46970,837,619,16,636730,4078,8.40026384809888,10.0539480137322,47589,1.30072075479628,98.6992792452037,492,6,3695,74,68,8.34181078331638,122,478,6,24.7967479674797
"17","Arkansas_all_counties",2020-08-17,3017804,1.75879546849298,20.9639857326718,1.36523114158507,21.0119676426965,6341,53077,412,579575,46133,561,603,4,632652,10602,8.38960439546544,3.88605923410677,46736,1.29022595001712,98.7097740499829,486,8,3621,51,43,7.66440624507175,120,472,12,24.6913580246914
"18","Arkansas_all_counties",2020-08-16,3017804,1.74514315707713,20.612670670461,2.23009844244358,21.5189588190618,6494,52665,673,569385,45572,667,599,-1,622050,5949,8.46636122498191,11.3128256849891,46171,1.29735115115549,98.7026488488445,478,14,3570,8,-6,7.36064059131506,120,460,0,25.1046025104602
"19","Arkansas_all_counties",2020-08-15,3017804,1.7228421726527,20.415540571886,-1.3254671277525,21.4957631443261,6487,51992,-400,564109,44905,-541,600,13,616101,27441,8.43887609336781,-1.45767282533435,45505,1.31853642456873,98.6814635754313,464,-2,3562,-46,-44,7.15276707260675,108,460,-7,23.2758620689655
"20","Arkansas_all_counties",2020-08-14,3017804,1.73609684393022,19.5062369855696,2.07435605493266,21.0716136634453,6359,52392,626,536268,45446,844,587,5,588660,5180,8.90021404545918,12.0849420849421,46033,1.27517215910325,98.7248278408968,466,-7,3608,42,49,7.32819625727316,113,467,1,24.2489270386266
"21","Arkansas_all_counties",2020-08-13,3017804,1.7153532833809,19.3345889925257,2.16051141823657,21.8105615871674,6582,51766,652,531714,44602,786,582,9,583480,4692,8.87194076917804,13.8959931798806,45184,1.28806657223796,98.711933427762,473,-13,3566,94,107,7.18626557277423,112,466,11,23.6786469344609
