"","County","Date","Population","Cases_Population","Tested_Population","New_Cases_Today_10k_Pop","Active_Cases_10k_Pop","Current_Infections","Positive","New_Cases_Today","Negative","Recovered","Recovered_Since_Yesterday","Total_Deaths","New_Deaths_Today","Number_Tested","New_Tests_Dashboard","Pct_Positive_Cumulative","Pct_Positive_New_to_Dashboard","Closed","Pct_Deaths_vs_Recoveries","Pct_Recoveries_vs_Deaths","Hospitalized","Hosp_Change_from_Yesterday","Ever_Hospitalized","New_Admits","New_Discharges_Deaths","Pct_Hospitalized","Vent","Ever_on_a_Vent","New_on_Vent","Pct_Vent"
"22","Arkansas_all_counties",2020-08-12,3017804,1.69374816919853,19.1791116984403,2.32950847702502,22.2844160853389,6725,51114,703,527674,43816,828,573,7,578788,5920,8.83121281021721,11.875,44389,1.29086034828448,98.7091396517155,486,-21,3472,71,92,7.22676579925651,113,455,5,23.2510288065844
"23","Arkansas_all_counties",2020-08-11,3017804,1.67045308442828,18.982942563533,1.26913477482302,22.7218202374972,6857,50411,383,522457,42988,858,566,11,572868,3548,8.79975840856881,10.7948139797069,43554,1.29953620792579,98.7004637920742,507,-1,3401,65,66,7.39390403966749,116,450,7,22.879684418146
"24","Arkansas_all_counties",2020-08-10,3017804,1.65776173668005,18.8653736293013,2.1373157435009,24.3322627977165,7343,50028,645,519292,42130,678,555,11,569320,5489,8.78732523009907,11.7507742758244,42685,1.30022256061848,98.6997774393815,508,-6,3336,48,54,6.91815334332017,117,443,5,23.0314960629921
"25","Arkansas_all_counties",2020-08-09,3017804,1.63638857924504,18.6834864026955,1.89541799268607,24.4780641817693,7387,49383,572,514448,41452,475,544,9,563831,5757,8.7584755006376,9.93573041514678,41996,1.29536146299648,98.7046385370035,514,17,3288,4,-13,6.95816975768242,115,438,1,22.3735408560311
"26","Arkansas_all_counties",2020-08-08,3017804,1.61743439931818,18.4927185463337,2.55815155656232,24.1864614136637,7299,48811,772,509263,40977,617,535,14,558074,6551,8.74633113171372,11.7844603877271,41512,1.2887839660821,98.7112160339179,497,-26,3284,61,87,6.80915193862173,117,437,2,23.5412474849095
"27","Arkansas_all_counties",2020-08-07,3017804,1.59185288375256,18.275640167486,3.35011816539444,23.719234251131,7158,48039,1011,503484,40360,805,521,6,551523,7160,8.71024417839329,14.1201117318436,40881,1.27443066461192,98.7255693353881,523,9,3223,55,46,7.30651019837944,116,435,6,22.1797323135755
"28","Arkansas_all_counties",2020-08-06,3017804,1.55835170209861,18.0383815516183,2.43554584724522,23.0565006872547,6958,47028,735,497335,39555,707,515,7,544363,5262,8.63908825544719,13.9680729760547,40070,1.28525081108061,98.7147491889194,514,-2,3168,50,52,7.38718022420236,111,429,5,21.5953307392996
"29","Arkansas_all_counties",2020-08-05,3017804,1.53399624362616,17.8640163509625,3.0220650512757,22.9869136630477,6937,46293,912,492808,38848,848,508,18,539101,5202,8.58707366523156,17.5317185697809,39356,1.29078158349426,98.7092184165057,516,-10,3118,64,74,7.43837393686031,106,424,10,20.5426356589147
"30","Arkansas_all_counties",2020-08-04,3017804,1.5037755931134,17.6916393509983,2.5979155703949,22.8344849433562,6891,45381,784,488518,38000,760,490,15,533899,6499,8.49992226994244,12.0633943683644,38490,1.27305793712653,98.7269420628735,526,13,3054,88,75,7.63314468146858,101,414,11,19.2015209125475
"31","Arkansas_all_counties",2020-08-03,3017804,1.47779643740945,17.4762840794167,2.60785657385304,22.8046619329817,6882,44597,787,482803,37240,664,475,11,527400,7659,8.45601061812666,10.2754928841885,37715,1.25944584382872,98.7405541561713,513,-2,2966,57,59,7.45422842197036,108,403,6,21.0526315789474
"32","Arkansas_all_counties",2020-08-02,3017804,1.45171787167092,17.2224902611303,2.11080640094585,22.433531137211,6770,43810,637,475931,36576,542,464,6,519741,5160,8.4291983891977,12.3449612403101,37040,1.25269978401728,98.7473002159827,515,16,2909,15,-1,7.60709010339734,106,397,0,20.5825242718447
"33","Arkansas_all_counties",2020-08-01,3017804,1.43060980766147,17.0515050016502,2.19364809643038,22.1386147012861,6681,43173,662,471408,36034,621,458,5,514581,NA,8.389932780262,NA,36492,1.25506960429683,98.7449303957032,499,-8,2894,42,50,7.46894177518336,104,397,2,20.8416833667335
"34","Arkansas_all_counties",2020-07-31,3017804,1.40867332669716,NA,2.4918782001747,22.0193226597884,6645,42511,752,NA,35413,676,453,11,NA,NA,NA,NA,35866,1.26303462889645,98.7369653711036,507,3,2852,47,44,7.62979683972912,100,395,3,19.723865877712
"35","Arkansas_all_counties",2020-07-30,3017804,1.38375454469541,16.6583714515588,2.62111124513057,21.8039342515286,6580,41759,791,460958,34737,799,442,8,502717,7112,8.30666160086092,11.1220472440945,35179,1.25643139372921,98.7435686062708,504,-4,2805,58,62,7.65957446808511,101,392,5,20.0396825396825
"36","Arkansas_all_counties",2020-07-29,3017804,1.35754343224411,16.4227033962444,2.60785657385304,21.8569529366387,6596,40968,787,454637,33938,750,434,6,495605,5699,8.26626042917243,13.8094402526759,34372,1.26265564994763,98.7373443500524,508,7,2747,61,54,7.70163735597332,108,387,10,21.259842519685
"37","Arkansas_all_counties",2020-07-28,3017804,1.33146486650558,16.2338574672179,2.43223217942583,21.7542292342379,6565,40181,734,449725,33188,823,428,20,489906,5015,8.20177748384384,14.6360917248255,33616,1.27320323655402,98.726796763446,501,12,2686,62,50,7.63137852246763,110,377,8,21.9560878243513
"38","Arkansas_all_counties",2020-07-27,3017804,1.30714254471132,16.0676770260759,2.73046228317015,22.1154190265504,6674,39447,824,445444,32365,743,408,7,484891,7624,8.135230391985,10.8079748163694,32773,1.2449272266805,98.7550727733195,489,9,2624,43,34,7.32694036559784,110,369,9,22.4948875255624
"39","Arkansas_all_counties",2020-07-26,3017804,1.27983792187962,15.8150429915263,2.12737474004276,21.8702076079162,6600,38623,642,438644,31622,539,401,2,477267,6869,8.09253520566056,9.34633862279808,32023,1.25222496330762,98.7477750366924,480,1,2581,39,38,7.27272727272727,103,360,2,21.4583333333333
"40","Arkansas_all_counties",2020-07-25,3017804,1.25856417447919,15.587427149013,2.42560484378707,21.5355271581587,6499,37981,732,432417,31083,1256,399,5,470398,8934,8.07422650606508,8.19341840161182,31482,1.2673908900324,98.7326091099676,479,-18,2542,53,71,7.37036467148792,104,358,7,21.7118997912317
"41","Arkansas_all_counties",2020-07-24,3017804,1.23430812604132,15.2913840660295,3.28053114118743,23.2884574346114,7028,37249,990,424215,29827,963,394,8,461464,7780,8.07191893625505,12.7249357326478,30221,1.30372919493068,98.6962708050693,497,17,2489,68,51,7.07171314741036,109,351,NA,21.9315895372233
"42","Arkansas_all_counties",2020-07-23,3017804,1.20150281462945,15.0335807096816,3.3567455010332,23.2254977460431,7009,36259,1013,417425,28864,874,386,6,453684,8217,7.99212667848106,12.3281002799075,29250,1.31965811965812,98.6803418803419,480,6,2421,60,54,6.848337851334,107,NA,NA,22.2916666666667
"43","Arkansas_all_counties",2020-07-22,3017804,1.16793535961911,14.7612966249631,1.95837768125432,22.7847799260654,6876,35246,591,410221,27990,707,380,6,445467,5832,7.91214612979188,10.1337448559671,28370,1.33944307366937,98.6605569263306,474,-14,2361,44,58,6.8935427574171,107,329,6,22.5738396624473
"44","Arkansas_all_counties",2020-07-21,3017804,1.14835158280657,14.5680435177367,2.41235017250955,23.18904740003,6998,34655,728,404980,27283,886,374,11,439635,6819,7.88267540118507,10.6760522070685,27657,1.3522797121886,98.6477202878114,488,17,2317,60,43,6.97342097742212,110,323,7,22.5409836065574
"45","Arkansas_all_counties",2020-07-20,3017804,1.12422808108148,14.3420845091331,2.31625380574749,23.7490572615054,7167,33927,699,398889,26397,545,363,6,432816,7359,7.83866585338805,9.49857317570322,26760,1.35650224215247,98.6434977578475,471,18,2257,55,37,6.5717873587275,111,316,7,23.5668789808917
